term,coef,se_cluster_slug,stat,p,model
Intercept,0.0,-0.0,,,ols_lpm_cluster
C(year)[T.2023],0.0,-0.0,,,ols_lpm_cluster
C(year)[T.2024],0.0,-0.0,,,ols_lpm_cluster
C(year)[T.2025],0.0,-0.0,,,ols_lpm_cluster
C(category_llama)[T.Lending],0.0,-0.0,,,ols_lpm_cluster
log_days_since_audit,0.0,-0.0,,,ols_lpm_cluster
log_tvl,0.0,-0.0,,,ols_lpm_cluster
any_top_firm,0.0,-0.0,,,ols_lpm_cluster
audit_firm_count,0.0,-0.0,,,ols_lpm_cluster
