slug,name,category,chain_main,chains,max_tvl,tvl_bin,ever_exploited,is_exploited_eventlevel,ever_audited,any_top_firm,audit_firm_count,contract_address,compiler_version,verified_source_found,stratum
0.exchange,0.exchange,Dexs,Avalanche,Avalanche;Binance;Polygon,51340.3875969544,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Avalanche
01,01,Derivatives,Solana,Solana,243198.13570394937,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Solana
0vix,0vix,Lending,Polygon,Polygon;Polygon zkEVM,0.0,Q1,1,1,0,0,0,,,0,exploited=1|audited=0|tvl=Q1|chain=Polygon
0x,0x,DEX Aggregator,,,0.0,Q1,0,0,0,0,0,,,0,
0x-aggregator,0x Aggregator,DEX Aggregator,,,0.0,Q1,0,0,0,0,0,,,0,
0x-nodes,0x NODES,Yield Aggregator,Ethereum,Ethereum;Binance;Polygon;Fantom;Metis;Avalanche,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Ethereum
0x0.ai,0x0.ai,Privacy,Ethereum,Ethereum,325784.43409469386,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Ethereum
0xacid,0xAcid,Liquid Staking,Arbitrum,Arbitrum,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Arbitrum
0xdao,0xDAO,Yield,Fantom,Fantom,42578.56267519203,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Fantom
0xlend,0xLend,Lending,Blast,Blast;zkSync Era;Kucoin,1164.470821065793,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Blast
0xscans,0xScans,Developer Tools,Ethereum,Ethereum,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Ethereum
10kdex,10KDex,Derivatives,Scroll,Scroll,102107.64597012122,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Scroll
10kswap,10KSwap,Dexs,Starknet,Starknet,853902.9951870741,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Starknet
1155tech,1155Tech,NFT Marketplace,Canto,Canto,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Canto
1776.meme,1776.MEME,Launchpad,Ethereum,Ethereum,832.7997445197562,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Ethereum
1bch,1BCH,Dexs,smartBCH,smartBCH,19143.186693348576,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=smartBCH
1beam,1Beam,Dexs,Moonbeam,Moonbeam,3303.7574681172773,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Moonbeam
1delta,1delta,DEX Aggregator,,,0.0,Q1,0,0,0,0,0,,,0,
1dex,1DEX,Dexs,EOS,EOS,308591.09191531216,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=EOS
1intro,1INTRO,Dexs,Solana,Solana,102254.74402892053,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Solana
1pulse,1Pulse,Dexs,Pulse,Pulse,7.126674169151049,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Pulse
1swap,1Swap,Dexs,Moonriver,Moonriver,974.7834496538154,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Moonriver
21.co,21.co,Bridge,Bitcoin,Bitcoin;Ripple;Doge;Binance;Cardano;Litecoin;Polkadot;Solana,470993.8919886968,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Bitcoin
2doge-finance,2Doge Finance,Algo-Stables,Fantom,Fantom,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Fantom
2omb-finance,2omb Finance,Algo-Stables,Fantom,Fantom,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Fantom
2pi-network,2Pi Network,Yield,Optimism,Optimism;Polygon;Binance;Avalanche,2390.645429893856,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Optimism
2thick,2THICK,Dexs,Sonic,Sonic;Base;Fantom,81080.77600068176,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Sonic
3a-dao,3A DAO,CDP,Linea,Linea;Polygon,9379.554551288717,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Linea
3f-mutual,3F Mutual,Insurance,Ethereum,Ethereum,5991194.047760825,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Ethereum
3jane-lending,3jane Lending,Lending,Ethereum,Ethereum,42433435.454437986,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Ethereum
3jane-options,3jane Options,Options Vault,Ethereum,Ethereum,176666.4845746045,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Ethereum
3route,3route,DEX Aggregator,,,0.0,Q1,0,0,0,0,0,,,0,
3xcalibur,3xcalibur,Dexs,Arbitrum,Arbitrum,3156.807903920414,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Arbitrum
40-acres,40 Acres,Lending,Base,Base;Avalanche;Optimism,24009114.879205253,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Base
4swap,4Swap,Dexs,Mixin,Mixin,457575.9648925931,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Mixin
5ire-dapp-staking,5ire Dapp Staking,Yield,Ethereum,Ethereum,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Ethereum
7k-aggregator,7K Aggregator,DEX Aggregator,,,0.0,Q1,0,0,0,0,0,,,0,
88mph,88mph,Lending,Ethereum,Ethereum;Fantom;Avalanche;Polygon,442442.0809238396,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Ethereum
8dx,8DX,DEX Aggregator,,,0.0,Q1,0,0,0,0,0,,,0,
8ightdao,8ightDAO,Reserve Currency,Harmony,Harmony,0.0,Q1,1,1,0,0,0,,,0,exploited=1|audited=0|tvl=Q1|chain=Harmony
8lends,8lends,RWA Lending,Base,Base,205326.43015638329,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Base
9inch-v2,9inch V2,Dexs,Pulse,Pulse;Ethereum,765610.1055580017,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Pulse
9inch-v3,9inch V3,Dexs,Pulse,Pulse,275805.0710065893,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Pulse
9mm-v2,9mm V2,Dexs,Pulse,Pulse;Base;Sonic,79118.0875553934,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Pulse
9mm-v3,9mm V3,Dexs,Pulse,Pulse;Base;Sonic,3406481.783592256,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Pulse
9summits,9Summits,Risk Curators,Ethereum,Ethereum;Base;Unichain,146812.8762339935,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Ethereum
a-dex,A-DEX,Dexs,EOS,EOS;Wax,26.501189391760057,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=EOS
a51-finance-v2,A51 Finance V2,Liquidity manager,Ethereum,Ethereum;Arbitrum;Dogechain;Polygon;Binance;Polygon zkEVM,21660.617524153746,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Ethereum
a51-finance-v3,A51 Finance V3,Liquidity manager,Base,Base;Arbitrum;Linea;Optimism;Blast;Mode;Scroll;Manta;Binance;Polygon;Polygon zkEVM,5754.960945225807,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Base
aark-digital,Aark Digital,Interface,Arbitrum,Arbitrum,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Arbitrum
aarna-protocol,Aarna Protocol,Yield,Ethereum,Ethereum;Sonic;Arbitrum,711448.8276897097,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Ethereum
aave-aptos,Aave Aptos,Lending,Aptos,Aptos,39483186.43637452,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Aptos
aave-arc,Aave Arc,Lending,Ethereum,Ethereum,57253.38956171104,Q3,0,0,1,1,1,,,0,exploited=0|audited=1|tvl=Q3|chain=Ethereum
aave-chan,Aave-Chan,DAO Service Provider,,,0.0,Q1,0,0,0,0,0,,,0,
aave-v1,Aave V1,Lending,Ethereum,Ethereum,10594251.86274393,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Ethereum
aave-v2,Aave V2,Lending,Ethereum,Ethereum;Polygon;Avalanche,187920840.72122455,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Ethereum
aave-v3,Aave V3,Lending,Ethereum,Ethereum;Plasma;Arbitrum;Base;Avalanche;Binance;Polygon;Linea;Optimism;xDai;Sonic;Celo;Scroll;zkSync Era;Soneium;Metis;Fantom;Harmony,34189753691.24607,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Ethereum
aavegotchi,Aavegotchi,Gaming,Polygon,Polygon;Ethereum,579787.8197255363,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Polygon
abachi,Abachi,Services,,,0.0,Q1,0,0,0,0,0,,,0,
abacus,Abacus,Governance Incentives,Polygon,Polygon;Binance;Arbitrum;Avalanche;Scroll;Mantle,21494.14150485646,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Polygon
abc-pool,ABC Pool,Staking Pool,Conflux,Conflux,7834453.513054133,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Conflux
abcdefx,ABcDeFX,Dexs,Kucoin,Kucoin;Fantom;Kava;MultiVAC;Echelon,32.14911763067502,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Kucoin
abel-finance,ABEL Finance,Lending,Aptos,Aptos,256435.5155908135,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Aptos
abex-finance,ABEx Finance,Derivatives,Sui,Sui,29783.889762975516,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Sui
aboard-exchange,Aboard Exchange,Derivatives,Arbitrum,Arbitrum;Avalanche;zkSync Era;Base;Scroll;Manta;Mantle;Polygon zkEVM,125.12689311981136,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Arbitrum
abracadabra-spell,Abracadabra Spell,CDP,Arbitrum,Arbitrum;Ethereum;Blast;Binance;Kava;Avalanche;Fantom;Optimism,15231375.61327472,Q4,1,1,0,0,0,,,0,exploited=1|audited=0|tvl=Q4|chain=Arbitrum
abstract,Abstract,Chain,Ethereum,Ethereum,54994572.526297815,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Ethereum
abstradex,AbstraDEX,Dexs,X Layer,X Layer;Morph;Cronos zkEVM;ZetaChain;Zkfair;Cyber;Blast,393538.328429232,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=X Layer
acala,Acala,Canonical Bridge,,,0.0,Q1,0,0,0,0,0,,,0,
acala-dollar,Acala Dollar,CDP,Acala,Acala,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Acala
acala-euphrates,Acala Euphrates,Yield,Acala,Acala,519074.4134650874,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Acala
acala-lcdot,Acala LCDOT,Liquid Staking,Acala,Acala,5049674.267356669,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Acala
acala-liquid-staking,Acala Liquid Staking,Liquid Staking,Acala,Acala,6778332.384969508,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Acala
acala-swap,Acala Swap,Dexs,Acala,Acala,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Acala
access-protocol,Access Protocol,SoFi,Solana,Solana,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Solana
accumulated-finance-lending,Accumulated Finance Lending,Lending,ZetaChain,ZetaChain;Coti;Velas;Bitkub;Sapphire,203474.5579993581,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=ZetaChain
accumulated-finance-liquid-staking,Accumulated Finance Liquid Staking,Liquid Staking,Sapphire,Sapphire;Bitkub;ZetaChain;Velas;Ethereum;Coti;Manta;Arbitrum;Binance;Sei;Artela,1190593.23498727,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Sapphire
accumulator,Accumulator,Yield Aggregator,ShimmerEVM,ShimmerEVM,2165.0761195816435,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=ShimmerEVM
ace-of-base,Ace of Base,Farm,Base,Base,22.412592399676846,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Base
acet,ACET,Farm,Binance,Binance,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Binance
acoconut,ACoconut,Yield,Ethereum,Ethereum;Binance,5597.3395187932565,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Ethereum
across,Across,Cross Chain Bridge,Ethereum,Ethereum,44459863.28666517,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Ethereum
acryptos,ACryptoS,Liquidity manager,Binance,Binance;Arbitrum;Avalanche;Base;Moonbeam;Moonriver;Astar;Linea;Ethereum;Optimism;Cronos;xDai;Polygon;Fantom;Kava;Canto;Harmony,10559723.547954828,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Binance
acumen,Acumen,Lending,Solana,Solana,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Solana
ad-astra-bridge,Ad-Astra Bridge,Bridge,Ethereum,Ethereum,4.6263641677226035,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Ethereum
adamant-finance,Adamant Finance,Yield,Fraxtal,Fraxtal;Polygon;Arbitrum;Cronos,516001.2546007754,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Fraxtal
adao,ADAO,Yield,Astar,Astar,1717.3624255024824,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Astar
adaswap,AdaSwap,Dexs,Milkomeda,Milkomeda,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Milkomeda
adax-pro,ADAX Pro,Dexs,Cardano,Cardano,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Cardano
aden,ADEN,Interface,,,0.0,Q1,0,0,0,0,0,,,0,
adena-finance,Adena Finance,Dexs,Harmony,Harmony,44.76541291581891,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Harmony
adrastea-lrt,Adrastea LRT,Liquid Restaking,Solana,Solana,1960667.775917748,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Solana
adrastea-lst,Adrastea LST,Liquid Staking,Solana,Solana,7148757.774522034,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Solana
adrastea-restaking-operator,Adrastea Restaking Operator,Staking Pool,Solana,Solana,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Solana
adrastea-validator,Adrastea Validator,Staking Pool,Solana,Solana,15107181.269434337,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Solana
adrastea-yield,Adrastea Yield,Yield,Solana,Solana,85191.55545660887,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Solana
adrena-protocol,Adrena Protocol,Derivatives,Solana,Solana,1588150.739753052,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Solana
aegis,Aegis,Basis Trading,Ethereum,Ethereum;Binance,42711703.58674771,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Ethereum
aelin,Aelin,Charity Fundraising,Optimism,Optimism;Ethereum,25317.3341180463,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Optimism
aequinox,Aequinox,Dexs,Binance,Binance,634192.6005854413,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Binance
aera-v2,Aera V2,Onchain Capital Allocator,Ethereum,Ethereum;Arbitrum;Polygon;Base,52786863.86349927,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Ethereum
aera-v3,Aera V3,Onchain Capital Allocator,Base,Base;Ethereum,87534359.30618437,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Base
aeria,Aeria,Options Vault,Base,Base,365.0832180081073,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Base
aerie-lab,Aerie Lab,Dexs,Ethereum,Ethereum,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Ethereum
aerodrome-slipstream,Aerodrome Slipstream,Dexs,Base,Base,253623127.2314479,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Base
aerodrome-v1,Aerodrome V1,Dexs,Base,Base,170360742.10959256,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Base
aethir,Aethir,Developer Tools,Ethereum,Ethereum,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Ethereum
aevo-options,Aevo Options,Options,,,0.0,Q1,0,0,0,0,0,,,0,
aevo-perps,Aevo Perps,Derivatives,Ethereum,Ethereum;Arbitrum;Optimism;Base,27092864.67050956,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Ethereum
affine-defi-earn,Affine DeFi Earn,Yield Aggregator,Polygon,Polygon;Ethereum,43945.923745124615,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Polygon
affine-restaking,Affine Restaking,Liquid Restaking,Ethereum,Ethereum;Linea,166029.96858970064,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Ethereum
affluent,Affluent,Lending,TON,TON,5496640.192149176,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=TON
afraswap,AfraSwap,Dexs,Binance,Binance,579.5536573968168,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Binance
aftermath-afsui,Aftermath afSUI,Liquid Staking,Sui,Sui,10302021.50059492,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Sui
aftermath-aggregator,Aftermath Aggregator,DEX Aggregator,,,0.0,Q1,0,0,0,0,0,,,0,
aftermath-amm,Aftermath AMM,Dexs,Sui,Sui,8938256.081532381,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Sui
agarthadao,AgarthaDAO,Reserve Currency,Avalanche,Avalanche,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Avalanche
agave,Agave,Lending,xDai,xDai,121668.4283265075,Q3,1,1,0,0,0,,,0,exploited=1|audited=0|tvl=Q3|chain=xDai
agdex,AGDEX,Derivatives,Aptos,Aptos,125.94556178377432,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Aptos
agentfi,AgentFi,AI Agents,Blast,Blast,179886.5567559167,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Blast
aggre,Aggre,DEX Aggregator,,,0.0,Q1,0,0,0,0,0,,,0,
aggrelend,AggreLend,Yield Aggregator,Solana,Solana,379738.83339514985,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Solana
agile-finance,Agile Finance,Lending,Cronos,Cronos,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Cronos
agility-lsd,Agility LSD,Indexes,Ethereum,Ethereum,32118.624986963187,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Ethereum
agni-finance,Agni Finance,Dexs,Mantle,Mantle,37574893.71335653,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Mantle
agora,Agora,Lending,Metis,Metis,7909.855089755016,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Metis
ags-finance,AGS Finance,Dexs,Astar,Astar,1471.2699730098404,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Astar
agus,Agus,Dexs,CORE,CORE;Binance,0.039547708994777,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=CORE
aidapp,AIDApp,Launchpad,CORE,CORE,1.848485370863483,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=CORE
ailayer-farm,AILayer farm,Farm,Bitcoin,Bitcoin;zkLink,91310532.9971855,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Bitcoin
aimbot,Aimbot,Telegram Bot,,,0.0,Q1,0,0,0,0,0,,,0,
aimstrong,AImstrong,Lending,Arbitrum,Arbitrum;Binance;Base;ZetaChain,393.44412835625894,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Arbitrum
ainn-swap,AINN Swap,Dexs,AILayer,AILayer,72907.80434189999,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=AILayer
airdao-bridge,AirDAO Bridge,Bridge,Binance,Binance;Ethereum,1439.2893257710873,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Binance
airdao-hera-pool,AirDAO Hera pool,Chain,AirDAO,AirDAO,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=AirDAO
airpuff,AirPuff,Leveraged Farming,Ethereum,Ethereum;Arbitrum;Mode;K2;zkLink;Mantle,870869.5736038125,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Ethereum
airswap,AirSwap,DEX Aggregator,,,0.0,Q1,0,0,0,0,0,,,0,
aitech,AITECH,Services,Binance,Binance,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Binance
aixcb,aixCB,Farm,Base,Base,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Base
ajira-pay-finance-v1,Ajira Pay Finance V1,Payments,Polygon,Polygon;Kava,36.63206240288253,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Polygon
ajira-pay-finance-v2,Ajira Pay Finance V2,Payments,Linea,Linea,3372.08499689714,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Linea
ajna-v1,Ajna V1,Lending,Ethereum,Ethereum,597926.3142073108,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Ethereum
ajna-v2,Ajna V2,Lending,Ethereum,Ethereum;Hemi;Base;Arbitrum;Rari;Optimism;Polygon;Avalanche;Filecoin;Binance;Blast;Mode;Linea,782284.276724617,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Ethereum
akiba-finance,Akiba Finance,Algo-Stables,Kava,Kava,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Kava
akitaswap,AkitaSwap,Dexs,Blast,Blast,62271.48259405616,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Blast
akka,AKKA,DEX Aggregator,,,0.0,Q1,0,0,0,0,0,,,0,
akronswap,Akronswap,Dexs,Arbitrum,Arbitrum;Ethereum;Base;Binance,3222.461696493044,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Arbitrum
akropolis,Akropolis,Yield,Ethereum,Ethereum,0.0,Q1,1,1,0,0,0,,,0,exploited=1|audited=0|tvl=Q1|chain=Ethereum
aktionariat,Aktionariat,RWA,Ethereum,Ethereum;Optimism;Polygon,9152691.052703176,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Ethereum
aladdin-dao,Aladdin DAO,Yield Aggregator,Ethereum,Ethereum,36310.048583285505,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Ethereum
alchemist,Alchemist,Yield,Ethereum,Ethereum,463548.9218730384,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Ethereum
alchemix,Alchemix,Synthetics,Ethereum,Ethereum;Optimism;Arbitrum;Fantom,42956021.73379398,Q4,1,1,0,0,0,,,0,exploited=1|audited=0|tvl=Q4|chain=Ethereum
alcor-exchange,Alcor Exchange,Dexs,Wax,Wax;EOS,248264.32188995613,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Wax
aldrin,Aldrin,Dexs,Solana,Solana,610609.631536411,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Solana
alephium-bridge,Alephium Bridge,Bridge,Alephium,Alephium;Ethereum;Binance,1779931.877688046,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Alephium
alex,ALEX,Dexs,Stacks,Stacks,1927877.1730302456,Q4,1,1,0,0,0,,,0,exploited=1|audited=0|tvl=Q4|chain=Stacks
alfafrens,AlfaFrens,SoFi,Base,Base,6292.742472330363,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Base
algebra-dex,Algebra DEX,Dexs,Polygon,Polygon,76885.63274664168,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Polygon
algebra-integral,Algebra Integral,Dexs,,,0.0,Q1,0,0,0,0,0,,,0,
algem,Algem,Liquid Staking,Astar,Astar,42448.20044143488,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Astar
algoblocks,AlgoBlocks,Services,Binance,Binance,0.0,Q1,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q1|chain=Binance
algodex,Algodex,Dexs,Algorand,Algorand,3955.218021799081,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Algorand
algofi-lend,Algofi Lend,Lending,Algorand,Algorand,780958.5157730808,Q4,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q4|chain=Algorand
algofi-swap,Algofi Swap,Dexs,Algorand,Algorand,69446.35606093271,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Algorand
algomint,Algomint,Algo-Stables,Algorand,Algorand,265.4693153187511,Q2,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q2|chain=Algorand
algorai-finance,AlgoRai Finance,Options Vault,Algorand,Algorand,17357.80190111035,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Algorand
alien-base-area51,Alien Base Area51,Dexs,Base,Base,26388.16702018281,Q3,0,0,0,0,0,,,0,exploited=0|audited=0|tvl=Q3|chain=Base
