slug,name,category,chain_main,chains,max_tvl,tvl_bin,ever_exploited,is_exploited_eventlevel,ever_audited,any_top_firm,audit_firm_count,contract_address,compiler_version,verified_source_found
inferno-swap,Inferno Swap,Dexs,Beam,Beam,6.642399254862693,Q2,0,0,0,0,0,,,0
twin-finance,Twin Finance,Yield,Berachain,Berachain,6695.811212536572,Q2,0,0,0,0,0,,,0
berancia,Berancia,Yield Aggregator,Berachain,Berachain,866.3073739312656,Q2,0,0,0,0,0,,,0
dahlia,Dahlia,Lending,Berachain,Berachain,4228.7961745142675,Q2,0,0,0,0,0,,,0
beracaine,Beracaine,Dexs,Berachain,Berachain,836.3154844549803,Q2,0,0,0,0,0,,,0
wasabee,Wasabee,Dexs,Berachain,Berachain,9661.41125111062,Q2,0,0,0,0,0,,,0
btcfi-farm,BTCFi Farm,Farm,Bifrost Network,Bifrost Network,34.43184002141883,Q2,0,0,0,0,0,,,0
produs,PRODUS,Dexs,Binance,Binance,25.68714316866888,Q2,0,0,0,0,0,,,0
liquid-bolt,Liquid Bolt,Yield,Binance,Binance;Arbitrum;Fantom;Polygon,295.9196932638074,Q2,0,0,0,0,0,,,0
rubikfarm,RubikFarm,Farm,Binance,Binance,30.6420195809035,Q2,0,0,0,0,0,,,0
bonsai-strike,Bonsai Strike,Options Vault,Binance,Binance,9539.26768197388,Q2,0,0,0,0,0,,,0
dungeonswap,DungeonSwap,Yield,Binance,Binance,11996.479929039217,Q2,0,0,0,0,0,,,0
simitciswap,SimitciSwap,Dexs,Bitcichain,Bitcichain,1254.161245717737,Q2,0,0,0,0,0,,,0
bevm,BEVM,Chain,Bitcoin,Bitcoin,31.749183391447897,Q2,0,0,0,0,0,,,0
roup,ROUP,Bridge,Bitcoin,Bitcoin,163.248299864724,Q2,0,0,0,0,0,,,0
xrgb,XRGB,Bridge,Bitcoin,Bitcoin,312.30503820145356,Q2,0,0,0,0,0,,,0
bitzap,BitZap,Dexs,Bitlayer,Bitlayer,294.57598444913015,Q2,0,0,0,0,0,,,0
bitzap-yusd,BitZap yUSD,CDP,Bitlayer,Bitlayer,53.902585352558326,Q2,0,0,0,0,0,,,0
yyex,YYEX,Derivatives,Bitlayer,Bitlayer,133.13631453295787,Q2,0,0,0,0,0,,,0
iswap-tech,iSwap Tech,Dexs,Bitlayer,Bitlayer,2224.786876486203,Q2,0,0,0,0,0,,,0
trustin-finance,Trustin Finance,Lending,Bitlayer,Bitlayer,1167.9730128801607,Q2,0,0,0,0,0,,,0
infinitorr,InfiniTORR,Dexs,Bittorrent,Bittorrent,1673.2779009086937,Q2,0,0,0,0,0,,,0
bitlend,Bitlend,Lending,Bittorrent,Bittorrent,447.5143686178824,Q2,0,0,0,0,0,,,0
windfall,Windfall,Yield Lottery,Blast,Blast;Canto,9.790925872509137,Q2,0,0,0,0,0,,,0
fenix-standard-pools,Fenix Standard Pools,Dexs,Blast,Blast,6014.55932813368,Q2,0,0,0,0,0,,,0
plur,Plur,SoFi,Blast,Blast,1252.6834747433595,Q2,0,0,0,0,0,,,0
solidblast,SolidBlast,Dexs,Blast,Blast,19.971239119340556,Q2,0,0,0,0,0,,,0
ghostex,GhostEx,Dexs,Blast,Blast,8723.202212331606,Q2,0,0,0,0,0,,,0
gin-finance,Gin Finance,Dexs,Boba,Boba,8972.458895217484,Q2,0,0,0,0,0,,,0
senpaiswap,SenpaiSwap,Reserve Currency,Boba,Boba,381.33577973853255,Q2,0,0,0,0,0,,,0
bodh-finance,Bodh Finance,Lending,Boba,Boba,124.86609998349138,Q2,0,0,0,0,0,,,0
koyo-finance,Koyo Finance,Dexs,Boba,Boba,1169.210248768379,Q2,0,0,0,0,0,,,0
warp-dex,Warp Dex,Dexs,Bostrom,Bostrom,5455.75930529223,Q2,0,0,0,0,0,,,0
arch-swap,Arch Swap,Dexs,Botanix,Botanix,4993.977074266347,Q2,0,0,0,0,0,,,0
aidapp,AIDApp,Launchpad,CORE,CORE,1.848485370863483,Q2,0,0,0,0,0,,,0
auto-core,Auto Core,Yield Aggregator,CORE,CORE,1003.2536355886618,Q2,0,0,0,0,0,,,0
dexland,Dexland,Dexs,CORE,CORE,1.2209500537409264,Q2,0,0,0,0,0,,,0
viridian-exchange,Viridian Exchange,Dexs,CORE,CORE,396.0651889451773,Q2,0,0,0,0,0,,,0
nlx-protocol,NLX Protocol,Derivatives,CORE,CORE,1583.4359711643635,Q2,0,0,0,0,0,,,0
ifswap,IFSwap,Dexs,CSC,CSC,498.7647052590361,Q2,0,0,0,0,0,,,0
soy-finance,Soy Finance,Dexs,Callisto,Callisto;EthereumClassic;Bittorrent;Binance,3256.2559513591355,Q2,0,0,0,0,0,,,0
summitx-finance,SummitX Finance,Dexs,Camp,Camp,7213.40484617609,Q2,0,0,0,0,0,,,0
cantohm,cantOHM,Reserve Currency,Canto,Canto,5.377357338681281,Q2,0,0,0,0,0,,,0
cantoswap,CantoSwap,Dexs,Canto,Canto,1511.2179817848348,Q2,0,0,0,0,0,,,0
y2r,Y2R,Yield Aggregator,Canto,Canto,1096.2836701003605,Q2,0,0,0,0,0,,,0
csrfi,CSRfi,Yield,Canto,Canto,8.432259127180759,Q2,0,0,0,0,0,,,0
velocimeter-v1,Velocimeter V1,Dexs,Canto,Canto,377.9145822325422,Q2,0,0,0,0,0,,,0
cerra,Cerra,Lending,Cardano,Cardano,685.9243248296631,Q2,0,0,0,0,0,,,0
encoins,Encoins,Privacy,Cardano,Cardano,6090.666426557742,Q2,0,0,0,0,0,,,0
mayz-protocol,MAYZ Protocol,Indexes,Cardano,Cardano,27.95107536239538,Q2,0,0,0,0,0,,,0
genius-yield,Genius Yield,Dexs,Cardano,Cardano,8304.01798371591,Q2,0,0,0,0,0,,,0
levvy-for-nfts,Levvy for NFTs,NFT Lending,Cardano,Cardano,8957.237738994922,Q2,0,0,0,0,0,,,0
chee-finance,Chee Finance,Lending,Celo,Celo;Binance;Meter,9072.193968252406,Q2,0,0,0,0,0,,,0
immortalx,ImmortalX,Derivatives,Celo,Celo,6947.834120064947,Q2,0,0,0,0,0,,,0
untangled-rwa,Untangled RWA,RWA,Celo,Celo,12.017196057988,Q2,0,0,0,0,0,,,0
stars-league,Stars League,SoFi,Chiliz,Chiliz,4226.0452695664335,Q2,0,0,0,0,0,,,0
chilizswap,ChilizSwap,Dexs,Chiliz,Chiliz,303.5882738772197,Q2,0,0,0,0,0,,,0
cswap,cSwap,Dexs,Comdex,Comdex,10691.212669678387,Q2,0,0,0,0,0,,,0
commodo,Commodo,Lending,Comdex,Comdex,4956.788317739523,Q2,0,0,0,0,0,,,0
concordex,Concordex,Dexs,Concordium,Concordium,1454.9542121835188,Q2,0,0,0,0,0,,,0
goledo,Goledo,Lending,Conflux,Conflux,121.0519378804233,Q2,0,0,0,0,0,,,0
ginseng-swap,Ginseng Swap,Dexs,Conflux,Conflux,101.90423295373613,Q2,0,0,0,0,0,,,0
swapp,SWAPP,Dexs,Cronos,Cronos,5012.06309212286,Q2,0,0,0,0,0,,,0
hopswap,HopSwap,Dexs,Cronos,Cronos,11886.616598814036,Q2,0,0,0,0,0,,,0
savanna-finance,Savanna Finance,Algo-Stables,Cronos,Cronos,1116.9220318727082,Q2,0,0,0,0,0,,,0
lume-finance,Lume Finance,Farm,Cronos,Cronos,246.7971088307145,Q2,0,0,0,0,0,,,0
croswap,CroSwap,Dexs,Cronos,Cronos;Arbitrum,8664.156717857553,Q2,0,0,0,0,0,,,0
microswap,MicroSwap,Yield,Cronos zkEVM,Cronos zkEVM,2912.5942428666517,Q2,0,0,0,0,0,,,0
pholend,PhoLend,Lending,CrossFi,CrossFi,159.28249746522084,Q2,0,0,0,0,0,,,0
vanillaswap-v3,VanillaSwap V3,Dexs,DeFiChain EVM,DeFiChain EVM,12498.84038574926,Q2,0,0,0,0,0,,,0
degenswap,DegenSwap,Dexs,Degen,Degen,89.11643138815538,Q2,0,0,0,0,0,,,0
autobark,AutoBark,Yield Aggregator,Dogechain,Dogechain,190.2202631249501,Q2,0,0,0,0,0,,,0
darkswap,DarkSwap,Dexs,Dogechain,Dogechain,1095.1979719989845,Q2,0,0,0,0,0,,,0
dogium-farm,Dogium Farm,Dexs,Dogechain,Dogechain,71.75801500349084,Q2,0,0,0,0,0,,,0
bakedpotatoes,BakedPotatoes,Yield,Dogechain,Dogechain,1.6607416526289405,Q2,0,0,0,0,0,,,0
dogedollar,DogeDollar,Dual-Token Stablecoin,Dogechain,Dogechain,4749.2988171332745,Q2,0,0,0,0,0,,,0
duckswap,DuckSwap,Dexs,DuckChain,DuckChain,11994.583341552268,Q2,0,0,0,0,0,,,0
moveflow,MoveFlow,Payments,EDU Chain,EDU Chain;Aptos,47.81858357927813,Q2,0,0,0,0,0,,,0
pheasantswap,PheasantSwap,Dexs,ENULS,ENULS,2327.093768378018,Q2,0,0,0,0,0,,,0
dapp-account-dao,Dapp Account DAO,Yield,EOS,EOS,726.8479810148167,Q2,0,0,0,0,0,,,0
sportbet,SportBet,Prediction Market,EOS,EOS,30.7039292250368,Q2,0,0,0,0,0,,,0
dolphinswap,DolphinSwap,Dexs,EOS,EOS,2609.004939011932,Q2,0,0,0,0,0,,,0
a-dex,A-DEX,Dexs,EOS,EOS;Wax,26.501189391760057,Q2,0,0,0,0,0,,,0
newdex,NewDex,Dexs,EOS,EOS,4381.929778872339,Q2,0,0,0,0,0,,,0
metaswap,MetaSwap,Dexs,EOS EVM,EOS EVM,440.3473304768799,Q2,0,0,0,0,0,,,0
solar-dex,Solar Dex,Dexs,Eclipse,Eclipse,653.875576060024,Q2,0,0,0,0,0,,,0
neptune-protocol,Neptune Protocol,CDP,Eclipse,Eclipse,6706.9419655515585,Q2,0,0,0,0,0,,,0
coindrip,CoinDrip,Payments,Elrond,Elrond,47.00770431410841,Q2,0,0,0,0,0,,,0
pulsar-money,Pulsar Money,Payments,Elrond,Elrond,1876.1849380127087,Q2,0,0,0,0,0,,,0
artcpaclub,ArtCPAClub,NFT Marketplace,Elrond,Elrond,1674.993326209344,Q2,0,0,0,0,0,,,0
valoro,Valoro,Indexes,Elrond,Elrond,2646.5486772776303,Q2,0,0,0,0,0,,,0
esdtmarket,EsdtMarket,Dexs,Elrond,Elrond,292.4931203673826,Q2,0,0,0,0,0,,,0
tesseract-world,Tesseract World,Dexs,Endurance,Endurance,2.334006086539218,Q2,0,0,0,0,0,,,0
catalist-dex,Catalist DEX,Dexs,Endurance,Endurance,4178.483340937709,Q2,0,0,0,0,0,,,0
gluon-gold,Gluon Gold,Algo-Stables,Ergo,Ergo,6603.017381626805,Q2,0,0,0,0,0,,,0
sigmafi,SigmaFi,Lending,Ergo,Ergo,13523.477687362674,Q2,0,0,0,0,0,,,0
sigmao,Sigmao,Options Vault,Ergo,Ergo,13.247646898093562,Q2,0,0,0,0,0,,,0
swft,SWFT,Bridge,Ethereum,Ethereum;Binance;Polygon;Kava;OKExChain;Fantom;Heco,1933.6941456081152,Q2,0,0,0,0,0,,,0
bullionfx,BullionFX,Dexs,Ethereum,Ethereum,503.31304704312095,Q2,0,0,0,0,0,,,0
paladin-dullahan,Paladin Dullahan,Yield,Ethereum,Ethereum,5843.563607352157,Q2,0,0,0,0,0,,,0
rubydex,RubyDex,Derivatives,Ethereum,Ethereum;Optimism;Avalanche;Binance;Polygon;Arbitrum;zkSync Era;Mantle;Manta;Linea,24.126535119016516,Q2,0,0,0,0,0,,,0
logium,Logium,Derivatives,Ethereum,Ethereum,6382.713318602222,Q2,0,0,0,0,0,,,0
ethereum-classic-stable-dollar,Ethereum Classic Stable Dollar,Dual-Token Stablecoin,EthereumClassic,EthereumClassic,3875.4675362489024,Q2,0,0,0,0,0,,,0
stip-flip,Stip Flip,Synthetics,EthereumClassic,EthereumClassic,2059.1682441709304,Q2,0,0,0,0,0,,,0
etcswap-v2,ETCswap V2,Dexs,EthereumClassic,EthereumClassic,5678.846527864865,Q2,0,0,0,0,0,,,0
nyke-finance,Nyke Finance,Lending,EthereumClassic,EthereumClassic,8.952727523382535,Q2,0,0,0,0,0,,,0
billion-happiness,Billion Happiness,Yield,EthereumPoW,EthereumPoW;Binance,123.25443537596357,Q2,0,0,0,0,0,,,0
cakewswap,CakeWSwap,Dexs,EthereumPoW,EthereumPoW,40.79113491881797,Q2,0,0,0,0,0,,,0
uniwswap-amm,UniWswap AMM,Dexs,EthereumPoW,EthereumPoW,3.740103815504852,Q2,0,0,0,0,0,,,0
octopow-finance,OctoPow Finance,Dexs,EthereumPoW,EthereumPoW,4.597828294486095,Q2,0,0,0,0,0,,,0
powswap,PoWSwap,Dexs,EthereumPoW,EthereumPoW,812.3414202646063,Q2,0,0,0,0,0,,,0
iguana-stableswap,Iguana Stableswap,Dexs,Etherlink,Etherlink,182.6749987078008,Q2,0,0,0,0,0,,,0
iguanadex-v2,IguanaDEX V2,Dexs,Etherlink,Etherlink,250.95704273484836,Q2,0,0,0,0,0,,,0
tachyswap,TachySwap,Dexs,Etherlink,Etherlink,560.104300911542,Q2,0,0,0,0,0,,,0
ruby.exchange-stable,Ruby.Exchange Stable,Dexs,Europa,Europa,6096.16155831784,Q2,0,0,0,0,0,,,0
aquas-trade,Aquas Trade,Dexs,Europa,Europa,49.9572285563094,Q2,0,0,0,0,0,,,0
forge,Forge,Dexs,Evmos,Evmos,4858.53635810115,Q2,0,0,0,0,0,,,0
spacefi-evmos,SpaceFi Evmos,Dexs,Evmos,Evmos,5805.313387973756,Q2,0,0,0,0,0,,,0
cronus-finance,Cronus Finance,Dexs,Evmos,Evmos,6579.709424637238,Q2,0,0,0,0,0,,,0
kinesis-labs,Kinesis Labs,Dexs,Evmos,Evmos,13433.68311758626,Q2,0,0,0,0,0,,,0
kyrios-finance,Kyrios Finance,Yield,Fantom,Fantom,145.96259725418383,Q2,0,0,0,0,0,,,0
epsylon-finance,Epsylon Finance,Yield Aggregator,Fantom,Fantom,1261.6573686916342,Q2,0,0,0,0,0,,,0
raven,Raven,Yield,Fantom,Fantom,313.3098552179087,Q2,0,0,0,0,0,,,0
wraithswap,WraithSwap,Dexs,Fantom,Fantom,1082.809980817287,Q2,0,0,0,0,0,,,0
apedao,ApeDAO,Farm,Fantom,Fantom,14.850911248383982,Q2,0,0,0,0,0,,,0
collectif-dao,Collectif DAO,Liquid Staking,Filecoin,Filecoin,7236.988532187068,Q2,0,0,0,0,0,,,0
mfil-protocol,MFIL Protocol,Liquid Staking,Filecoin,Filecoin,636.05558079249,Q2,0,0,0,0,0,,,0
themis-lsdfil,Themis-lsdFil,Liquid Staking,Filecoin,Filecoin,298.1160328145588,Q2,0,0,0,0,0,,,0
forlend,forlend,Lending,Findora,Findora,1737.7839832540385,Q2,0,0,0,0,0,,,0
veniceswap,VeniceSwap,Dexs,Findora,Findora,281.51034911803885,Q2,0,0,0,0,0,,,0
fairyswap-v2,FairySwap V2,Dexs,Findora,Findora,2710.2417833544205,Q2,0,0,0,0,0,,,0
future-swap,Future Swap,Dexs,Findora,Findora,300.7856832885336,Q2,0,0,0,0,0,,,0
nexapia,Nexapia,Dexs,Flare,Flare,517.4344850049654,Q2,0,0,0,0,0,,,0
sparkdex-v2,SparkDEX V2,Dexs,Flare,Flare,4014.549413374031,Q2,0,0,0,0,0,,,0
sparkdex-v3,SparkDEX V3,Dexs,Flare,Flare,7896.636273529589,Q2,0,0,0,0,0,,,0
fixes-frc20,Fixes frc20,Services,Flow,Flow,6544.125391914858,Q2,0,0,0,0,0,,,0
fixes-frc20-staking,Fixes frc20 Staking,Staking Pool,Flow,Flow,5244.6137677015195,Q2,0,0,0,0,0,,,0
fixes-launchpad,Fixes Launchpad,Launchpad,Flow,Flow,226.9739193789117,Q2,0,0,0,0,0,,,0
curves-protocol,Curves Protocol,SoFi,Form Network,Form Network,229.78854960062205,Q2,0,0,0,0,0,,,0
fibonacci-dex,Fibonacci Dex,Dexs,Form Network,Form Network,1523.91723140898,Q2,0,0,0,0,0,,,0
roll-fun,Roll Fun,Launchpad,Form Network,Form Network,4183.223611696303,Q2,0,0,0,0,0,,,0
glyph,Glyph,Lending,Fraxtal,Fraxtal,1131.2794876318253,Q2,0,0,0,0,0,,,0
diesel-dex,Diesel Dex,Dexs,Fuel,Fuel,13565.433825133465,Q2,0,0,0,0,0,,,0
ruscet,Ruscet,Derivatives,Fuel,Fuel,7455.397813863871,Q2,0,0,0,0,0,,,0
v12,V12,Dexs,Fuel,Fuel,13217.493576658717,Q2,0,0,0,0,0,,,0
