audited_by_year_end,n,protocols,exploited_rate,avg_log_tvl,avg_exploit_count,avg_total_loss_usd
0,51329,6417,0.005201737809035828,8.558763134675665,0.005649827582847902,143095.08073408794
1,7,2,0.0,4.695111253733239,0.0,0.0
