term,coef,se_cluster_slug,stat,p,model
C(category_llama)[T.Options Vault],0.005539516667859937,0.006023475572487953,0.9196545418332094,0.3577533148891435,ols_lpm_cluster
C(category_llama)[T.Oracle],0.00081129494147772,0.00044177293252686356,1.8364523531065053,0.06629078277196604,ols_lpm_cluster
C(category_llama)[T.Partially Algorithmic Stablecoin],-0.0017330735382611508,0.0007655393884284655,-2.2638593969918177,0.023582763920425766,ols_lpm_cluster
C(category_llama)[T.Payments],0.008509271821886096,0.006260907006007428,1.3591116772252536,0.1741112031019807,ols_lpm_cluster
C(category_llama)[T.Physical TCG],0.0008112949414776206,0.0004417729325317643,1.836452353085908,0.06629078277500978,ols_lpm_cluster
C(category_llama)[T.Ponzi],0.0004847165901860652,0.00038886613480450835,1.2464870216321178,0.21258565098036886,ols_lpm_cluster
C(category_llama)[T.Portfolio Tracker],0.0008112949414776601,0.000441772932533886,1.8364523530771775,0.06629078277629998,ols_lpm_cluster
C(category_llama)[T.Prediction Market],-0.000539558185376071,0.00039250587501765455,-1.3746499599574202,0.16923999182050076,ols_lpm_cluster
C(category_llama)[T.Privacy],-0.0009292989224775179,0.0005258835172902606,-1.767119318106699,0.07720824790099978,ols_lpm_cluster
C(category_llama)[T.Private Investment Platform],0.0008112949414775224,0.00044177293252591906,1.8364523531099843,0.06629078277145191,ols_lpm_cluster
C(category_llama)[T.RWA],-0.0008415484025545518,0.0013209269511081025,-0.6370892817718584,0.5240666896915962,ols_lpm_cluster
C(category_llama)[T.RWA Lending],0.014437600577517397,0.010484519153212322,1.3770398400287056,0.16849993073576708,ols_lpm_cluster
C(category_llama)[T.Reserve Currency],0.004313081976156756,0.0019291799383213688,2.235707458118025,0.025370940180545566,ols_lpm_cluster
C(category_llama)[T.Restaked BTC],-0.0010299420564688845,0.0008375781440070068,-1.2296668243294904,0.21882189498919147,ols_lpm_cluster
C(category_llama)[T.Restaking],-0.0026179637834279216,0.0012518618478900595,-2.091256146067833,0.036505108694801516,ols_lpm_cluster
C(category_llama)[T.Risk Curators],-0.0023733225410885305,0.0009618351873867393,-2.46749398671589,0.013606250668278223,ols_lpm_cluster
C(category_llama)[T.Security Extension],0.000811294941477682,0.0004417729325316524,1.8364523530865122,0.06629078277492052,ols_lpm_cluster
C(category_llama)[T.Services],0.005747595805936298,0.0023305508010506124,2.46619631863218,0.013655646727662491,ols_lpm_cluster
C(category_llama)[T.SoFi],0.0031388933413098,0.0025190439547103445,1.246065331825752,0.21274041112816877,ols_lpm_cluster
C(category_llama)[T.Stablecoin Issuer],-0.0005009695963749084,0.0011319370655864358,-0.44257725239818463,0.6580715413661644,ols_lpm_cluster
C(category_llama)[T.Staking Pool],-0.0006913636736313257,0.0004593774173004566,-1.5050014380204897,0.13232370702802704,ols_lpm_cluster
C(category_llama)[T.Staking Rental],-0.0019071876494182248,0.0008158417524548099,-2.3376931171757667,0.019403173481560107,ols_lpm_cluster
C(category_llama)[T.Synthetics],0.0021131374797857825,0.0029148867855520134,0.7249466738330292,0.46848474571778453,ols_lpm_cluster
C(category_llama)[T.Telegram Bot],0.01636785072713589,0.00846188690340489,1.9343027050562214,0.053075920850877624,ols_lpm_cluster
C(category_llama)[T.Token Locker],0.00788778985730848,0.009179405923165424,0.8592919763361393,0.39017944980086394,ols_lpm_cluster
C(category_llama)[T.Trading App],0.0007098526597809711,0.00042479644929049935,1.671041885982278,0.09471340475164472,ols_lpm_cluster
C(category_llama)[T.Treasury Manager],-1.551973340980581e-05,0.0007406589535541538,-0.020953953685879628,0.9832823872371642,ols_lpm_cluster
C(category_llama)[T.Uncollateralized Lending],-0.0012485563438630308,0.0006350642045403731,-1.9660316782720761,0.04929495146246675,ols_lpm_cluster
C(category_llama)[T.Video Infrastructure],0.0008112949414775959,0.0004417729325318511,1.8364523530854913,0.06629078277507137,ols_lpm_cluster
C(category_llama)[T.Volume Boosting],0.0008112949414776864,0.00044177293252686497,1.8364523531064236,0.06629078277197815,ols_lpm_cluster
C(category_llama)[T.Wallets],0.021644628274811128,0.019042926125362774,1.1366230238105695,0.2556959109268502,ols_lpm_cluster
C(category_llama)[T.Yield],0.0033809975790660674,0.0009840324329160727,3.435859902551027,0.0005906763334518265,ols_lpm_cluster
C(category_llama)[T.Yield Aggregator],0.009442547638293334,0.0033738541420127678,2.7987421034923923,0.005130209403617355,ols_lpm_cluster
C(category_llama)[T.Yield Lottery],-0.0009291709586462374,0.0005821629049539742,-1.5960669268676568,0.11047385176260596,ols_lpm_cluster
audited_by_year_end,-0.017974655309440084,0.009275909085794407,-1.9377782967889772,0.05265027671034176,ols_lpm_cluster
log_tvl,0.00019115835137134508,7.58658746198161e-05,2.519688230436807,0.011745881974931226,ols_lpm_cluster
any_top_firm,0.003602986177563809,0.003924499600661064,0.9180753074753537,0.35857944120057106,ols_lpm_cluster
audit_firm_count,0.0036029861775637106,0.003924499600661037,0.9180753074753348,0.35857944120058083,ols_lpm_cluster
