protocol_name_raw,source,audit_firm_raw,audit_score,audit_date,evidence_url,notes,__srcfile,slug,in_llama,protocol_norm,slug_mapped,slug_final
audits,audit_report_firm,OpenZeppelin,,,https://github.com/fethallaheth/audits/blob/fe4c10f74f17fec2f774bbcccc12c95b57a11318/Audits/Hyacinth-sol.md,"repo=fethallaheth/audits; path=Audits/Hyacinth-sol.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,audits,,
contractforge,audit_report_firm,OpenZeppelin,,2025-05-15T00:00:00Z,https://github.com/citizenwallet/contractforge/blob/495a25d3bab1232cec7960ef4aa4aa84df90eb61/audits/2025-05-TECHI-OnRampSwapper.md,"repo=citizenwallet/contractforge; path=audits/2025-05-TECHI-OnRampSwapper.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,contractforge,,
PeoPay-Core,audit_report_firm,OpenZeppelin,,,https://github.com/peochain/PeoPay-Core/blob/b434257a2af249850b567cc403eecae9b0656afb/audits/aderyn-report.md,"repo=peochain/PeoPay-Core; path=audits/aderyn-report.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,peopay core,,
ambire-common,audit_report_firm,OpenZeppelin,,,https://github.com/AmbireTech/ambire-common/blob/e4454023a7a475aff785fbe1e01a86a488d741aa/audits/Pashov-Ambire-security-review.md,"repo=AmbireTech/ambire-common; path=audits/Pashov-Ambire-security-review.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,ambire common,,
security-research-archive,audit_report_firm,OpenZeppelin,,2025-08-15T00:00:00Z,https://github.com/VAD37/security-research-archive/blob/abd1af46759cc9fa6f2c5e14f6ca354e71041a65/audits/2025-08-flare/docs/ImmunefiScope.md,"repo=VAD37/security-research-archive; path=audits/2025-08-flare/docs/ImmunefiScope.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,security research archive,,
Security-Audits,audit_report_firm,OpenZeppelin,,,https://github.com/TradMod/Security-Audits/blob/8c4ae9122b675d7605b0685f57e19d0b2039fea7/Audits/0xEquityAuditReport.md,"repo=TradMod/Security-Audits; path=Audits/0xEquityAuditReport.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,security audits,,
access-control,audit_report_firm,OpenZeppelin,,,https://github.com/lazy-sol/access-control/blob/81f2a920c8fc3ea072b47378422b345162356fad/audits/1.1_Prem_resolution.md,"repo=lazy-sol/access-control; path=audits/1.1_Prem_resolution.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,access control,,
metalabel-contracts-v1,audit_report_firm,OpenZeppelin,,2023-02-04T00:00:00Z,https://github.com/metalabel/metalabel-contracts-v1/blob/6a0d4bbbf41a5a4c606743e02867319e8121aa47/audits/2023-02-04-gogo-crit-vuln-disclosure.md,"repo=metalabel/metalabel-contracts-v1; path=audits/2023-02-04-gogo-crit-vuln-disclosure.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,metalabel v1,,
security-research-archive,audit_report_firm,OpenZeppelin,,2025-06-15T00:00:00Z,https://github.com/VAD37/security-research-archive/blob/abd1af46759cc9fa6f2c5e14f6ca354e71041a65/audits/2025-06-chainlink/4naly3er-report.md,"repo=VAD37/security-research-archive; path=audits/2025-06-chainlink/4naly3er-report.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,security research archive,,
security-research-archive,audit_report_firm,OpenZeppelin,,2025-06-15T00:00:00Z,https://github.com/VAD37/security-research-archive/blob/abd1af46759cc9fa6f2c5e14f6ca354e71041a65/audits/2025-06-chainlink/README-previous.1.md,"repo=VAD37/security-research-archive; path=audits/2025-06-chainlink/README-previous.1.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,security research archive,,
portfolio,audit_report_firm,OpenZeppelin,,,https://github.com/ilchovski98/portfolio/blob/73f41ba3d17ca645be8bc1aec1376bf561d4ee23/audits/contests/reNFT.md,"repo=ilchovski98/portfolio; path=audits/contests/reNFT.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,portfolio,,
Trace2Inv-Invariant-Study-FSE24,audit_report_firm,OpenZeppelin,,2020-11-15T00:00:00Z,https://github.com/jeffchen006/Trace2Inv-Invariant-Study-FSE24/blob/b6691c7b056b8630c03b3e765ee2e95b543f8fec/audits/2020-11-bitbank.md,"repo=jeffchen006/Trace2Inv-Invariant-Study-FSE24; path=audits/2020-11-bitbank.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,trace2inv invariant study fse24,,
dr-birdy-books-protocol-main,audit_report_firm,OpenZeppelin,,,https://github.com/Cozmorry/dr-birdy-books-protocol-main/blob/68957f4d9bc3c9de414709ae8b92c355609bd48a/audits/slither-audit-report.md,"repo=Cozmorry/dr-birdy-books-protocol-main; path=audits/slither-audit-report.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,dr birdy books main,,
security-research-archive,audit_report_firm,OpenZeppelin,,2024-03-15T00:00:00Z,https://github.com/VAD37/security-research-archive/blob/abd1af46759cc9fa6f2c5e14f6ca354e71041a65/audits/2024-03-ondo-finance/metrics.md,"repo=VAD37/security-research-archive; path=audits/2024-03-ondo-finance/metrics.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,security research archive,,
audits,audit_report_firm,OpenZeppelin,,2024-06-30T00:00:00Z,https://github.com/DadeKuma/audits/blob/fbfcfd9823aec4dab6d85ddc708d05f3b5fc08e4/audits/DYAD-09-2024/DYAD-09-2024.md,"repo=DadeKuma/audits; path=audits/DYAD-09-2024/DYAD-09-2024.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,audits,,
chronos-vault-security,audit_report_firm,OpenZeppelin,,2025-06-30T00:00:00Z,https://github.com/Chronos-Vault/chronos-vault-security/blob/b6c73cb69d7146c8e6cd8d8946ffd7e1a5f907b7/audits/SECURITY_AUDIT_OCT2025.md,"repo=Chronos-Vault/chronos-vault-security; path=audits/SECURITY_AUDIT_OCT2025.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,chronos vault security,,
1-horse-store-s23,audit_report_firm,OpenZeppelin,,,https://github.com/Cyfrin/1-horse-store-s23/blob/04016f536402d1a4b21fe0138d46342acb1d3f99/audits/codehawks.md,"repo=Cyfrin/1-horse-store-s23; path=audits/codehawks.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,1 horse store s23,,
smartcontract,audit_report_firm,OpenZeppelin,,,https://github.com/bitquid-labs/smartcontract/blob/dfaf9dd98c2638f3446ec420f67ebc95cc8724a3/audits/bqlabs-audit.md,"repo=bitquid-labs/smartcontract; path=audits/bqlabs-audit.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,smartcontract,,
security-research-archive,audit_report_firm,OpenZeppelin,,2023-10-15T00:00:00Z,https://github.com/VAD37/security-research-archive/blob/abd1af46759cc9fa6f2c5e14f6ca354e71041a65/audits/2023-10-nextgen/M06%20airdrop%20can%20burn%20all%20gas.md,"repo=VAD37/security-research-archive; path=audits/2023-10-nextgen/M06 airdrop can burn all gas.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,security research archive,,
audits,audit_report_firm,OpenZeppelin,,2024-06-30T00:00:00Z,https://github.com/DadeKuma/audits/blob/fbfcfd9823aec4dab6d85ddc708d05f3b5fc08e4/audits/Cryptex-09-2024/Cryptex-09-2024.md,"repo=DadeKuma/audits; path=audits/Cryptex-09-2024/Cryptex-09-2024.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,audits,,
DeFi_Stablecoin,audit_report_firm,OpenZeppelin,,,https://github.com/LazyBoneJC/DeFi_Stablecoin/blob/655004598deefd1aa9881986c8864bae3ade409e/audits/codehawks.md,"repo=LazyBoneJC/DeFi_Stablecoin; path=audits/codehawks.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,defi stablecoin,,
Trace2Inv-Invariant-Study-FSE24,audit_report_firm,OpenZeppelin,,2021-10-15T00:00:00Z,https://github.com/jeffchen006/Trace2Inv-Invariant-Study-FSE24/blob/b6691c7b056b8630c03b3e765ee2e95b543f8fec/audits/2021-10-gluwacoin-erc-20-wrapper.md,"repo=jeffchen006/Trace2Inv-Invariant-Study-FSE24; path=audits/2021-10-gluwacoin-erc-20-wrapper.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,trace2inv invariant study fse24,,
security-research-archive,audit_report_firm,OpenZeppelin,,2023-05-15T00:00:00Z,https://github.com/VAD37/security-research-archive/blob/abd1af46759cc9fa6f2c5e14f6ca354e71041a65/audits/2023-05-chainlink/audits/H-%20delete%20mapping%20copy.md,"repo=VAD37/security-research-archive; path=audits/2023-05-chainlink/audits/H- delete mapping copy.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,security research archive,,
Modular-DeFi-Vault-Marketplace-Upgradeable-4626-1155-,audit_report_firm,OpenZeppelin,,,https://github.com/moelhaj996/Modular-DeFi-Vault-Marketplace-Upgradeable-4626-1155-/blob/906316df51c9608c8b88ced6142ddae337792812/audits/reports/swc-owasp-mapping.md,"repo=moelhaj996/Modular-DeFi-Vault-Marketplace-Upgradeable-4626-1155-; path=audits/reports/swc-owasp-mapping.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,modular vault marketplace upgradeable 4626 1155,,
audits,audit_report_firm,OpenZeppelin,,,https://github.com/AuditTemple/audits/blob/35f4e9573613fed31553fa855f1bf709a3407959/audits/contests/Code4rena/reNFT_.md,"repo=AuditTemple/audits; path=audits/contests/Code4rena/reNFT_.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,audits,,
fountfi-open,audit_report_firm,OpenZeppelin,,,https://github.com/SovaNetwork/fountfi-open/blob/26a6ab481d278f0c6acfe4c3f182b420e3c99e04/audits/AUDIT_O3.md,"repo=SovaNetwork/fountfi-open; path=audits/AUDIT_O3.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,fountfi open,,
dao-contracts,audit_report_firm,OpenZeppelin,,,https://github.com/arcadexyz/dao-contracts/blob/e1a65331e06f71033d3e4dbdfee73c7c99f47b5e/audits/StakingRewardsAuditScope.md,"repo=arcadexyz/dao-contracts; path=audits/StakingRewardsAuditScope.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,,,
contracts-v2,audit_report_firm,OpenZeppelin,,,https://github.com/notional-finance/contracts-v2/blob/c35bfe005e7b684fc8f383144be757a47e39f7a6/audits/README.md,"repo=notional-finance/contracts-v2; path=audits/README.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,v2,,
miner-launchpad-hardhat,audit_report_firm,OpenZeppelin,,,https://github.com/Heesho/miner-launchpad-hardhat/blob/4bf88da653ab1da62e33ffa4b8ff135ffff324be/audits/ClaudeCodeAudit.md,"repo=Heesho/miner-launchpad-hardhat; path=audits/ClaudeCodeAudit.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,miner launchpad hardhat,,
0x_Scater_Blog,audit_report_firm,OpenZeppelin,,,https://github.com/BLOCK-PROGRAMR/0x_Scater_Blog/blob/a76eb62a4c7c817273aad01d2169cbee619ae33b/audits/NudgeProtocall.md,"repo=BLOCK-PROGRAMR/0x_Scater_Blog; path=audits/NudgeProtocall.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,0x scater blog,,
smart-contract-security-research,audit_report_firm,OpenZeppelin,,,https://github.com/cyfe45/smart-contract-security-research/blob/88139770a679a6217d19a433703931ba92de16d6/audits/firstflights/Cyfe45-Hawk-High.md,"repo=cyfe45/smart-contract-security-research; path=audits/firstflights/Cyfe45-Hawk-High.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,security research,,
fountfi-open,audit_report_firm,OpenZeppelin,,,https://github.com/SovaNetwork/fountfi-open/blob/26a6ab481d278f0c6acfe4c3f182b420e3c99e04/audits/AUDIT_OPUS.md,"repo=SovaNetwork/fountfi-open; path=audits/AUDIT_OPUS.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,fountfi open,,
Audits,audit_report_firm,OpenZeppelin,,,https://github.com/0xCiphky/Audits/blob/7b0a984ffffea1a1f18decd1dba08f060758ab2a/audits/Beedle.md,"repo=0xCiphky/Audits; path=audits/Beedle.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,audits,,
security-research-archive,audit_report_firm,OpenZeppelin,,2024-07-15T00:00:00Z,https://github.com/VAD37/security-research-archive/blob/abd1af46759cc9fa6f2c5e14f6ca354e71041a65/audits/2024-07-contracts-bedrock/STYLE_GUIDE.md,"repo=VAD37/security-research-archive; path=audits/2024-07-contracts-bedrock/STYLE_GUIDE.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,security research archive,,
Trace2Inv-Invariant-Study-FSE24,audit_report_firm,OpenZeppelin,,2021-02-15T00:00:00Z,https://github.com/jeffchen006/Trace2Inv-Invariant-Study-FSE24/blob/b6691c7b056b8630c03b3e765ee2e95b543f8fec/audits/2021-02-pooltogether.md,"repo=jeffchen006/Trace2Inv-Invariant-Study-FSE24; path=audits/2021-02-pooltogether.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,trace2inv invariant study fse24,,
security-research-archive,audit_report_firm,OpenZeppelin,,2023-12-15T00:00:00Z,https://github.com/VAD37/security-research-archive/blob/abd1af46759cc9fa6f2c5e14f6ca354e71041a65/audits/2023-12-autonolas/governance/docs/optimizations.md,"repo=VAD37/security-research-archive; path=audits/2023-12-autonolas/governance/docs/optimizations.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,security research archive,,
security-research-archive,audit_report_firm,OpenZeppelin,,2023-10-15T00:00:00Z,https://github.com/VAD37/security-research-archive/blob/abd1af46759cc9fa6f2c5e14f6ca354e71041a65/audits/2023-10-nextgen/2023-10-nextgen-findings/data/Rickard-G.md,"repo=VAD37/security-research-archive; path=audits/2023-10-nextgen/2023-10-nextgen-findings/data/Rickard-G.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,security research archive,,
chronos-vault-security,audit_report_firm,OpenZeppelin,,2025-06-30T00:00:00Z,https://github.com/Chronos-Vault/chronos-vault-security/blob/b6c73cb69d7146c8e6cd8d8946ffd7e1a5f907b7/audits/SECURITY_FIXES_OCT2025.md,"repo=Chronos-Vault/chronos-vault-security; path=audits/SECURITY_FIXES_OCT2025.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,chronos vault security,,
security-research-archive,audit_report_firm,OpenZeppelin,,2025-05-15T00:00:00Z,https://github.com/VAD37/security-research-archive/blob/abd1af46759cc9fa6f2c5e14f6ca354e71041a65/audits/2025-05-upside/4naly3er-report.md,"repo=VAD37/security-research-archive; path=audits/2025-05-upside/4naly3er-report.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,security research archive,,
contracts,audit_report_firm,OpenZeppelin,,2024-11-27T00:00:00Z,https://github.com/stakedotlink/contracts/blob/b835094ca51b109bf8fed73e6c5ac37753a3022f/audits/[2024-11-27]%20Codehawks%20-%20LINK%20Staking%20Withdrawals.md,"repo=stakedotlink/contracts; path=audits/[2024-11-27] Codehawks - LINK Staking Withdrawals.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,,,
security-research-archive,audit_report_firm,OpenZeppelin,,2025-03-15T00:00:00Z,https://github.com/VAD37/security-research-archive/blob/abd1af46759cc9fa6f2c5e14f6ca354e71041a65/audits/2025-03-nudgexyz/audit/H02.md,"repo=VAD37/security-research-archive; path=audits/2025-03-nudgexyz/audit/H02.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,security research archive,,
Trace2Inv-Invariant-Study-FSE24,audit_report_firm,OpenZeppelin,,2020-09-15T00:00:00Z,https://github.com/jeffchen006/Trace2Inv-Invariant-Study-FSE24/blob/b6691c7b056b8630c03b3e765ee2e95b543f8fec/audits/2020-09-aave-protocol-v2.md,"repo=jeffchen006/Trace2Inv-Invariant-Study-FSE24; path=audits/2020-09-aave-protocol-v2.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,trace2inv invariant study fse24,,
Trace2Inv-Invariant-Study-FSE24,audit_report_firm,OpenZeppelin,,2020-08-15T00:00:00Z,https://github.com/jeffchen006/Trace2Inv-Invariant-Study-FSE24/blob/b6691c7b056b8630c03b3e765ee2e95b543f8fec/audits/2020-08-metaswap.md,"repo=jeffchen006/Trace2Inv-Invariant-Study-FSE24; path=audits/2020-08-metaswap.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,trace2inv invariant study fse24,,
security-research-archive,audit_report_firm,OpenZeppelin,,2024-01-15T00:00:00Z,https://github.com/VAD37/security-research-archive/blob/abd1af46759cc9fa6f2c5e14f6ca354e71041a65/audits/2024-01-telcoin-VAD37/H02-builderremove.md,"repo=VAD37/security-research-archive; path=audits/2024-01-telcoin-VAD37/H02-builderremove.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,security research archive,,
security-research-archive,audit_report_firm,OpenZeppelin,,2023-10-15T00:00:00Z,https://github.com/VAD37/security-research-archive/blob/abd1af46759cc9fa6f2c5e14f6ca354e71041a65/audits/2023-10-nextgen/2023-10-nextgen-findings/data/EricWWFCP-Q.md,"repo=VAD37/security-research-archive; path=audits/2023-10-nextgen/2023-10-nextgen-findings/data/EricWWFCP-Q.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,security research archive,,
openzeppelin-contracts-revm,audit_report_firm,OpenZeppelin,,,https://github.com/papermoonio/openzeppelin-contracts-revm/blob/777e666537f5fd10aa77c3bc174c910a6429c1d5/audits/README.md,"repo=papermoonio/openzeppelin-contracts-revm; path=audits/README.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,openzeppelin revm,,
Trace2Inv-Invariant-Study-FSE24,audit_report_firm,OpenZeppelin,,2022-02-15T00:00:00Z,https://github.com/jeffchen006/Trace2Inv-Invariant-Study-FSE24/blob/b6691c7b056b8630c03b3e765ee2e95b543f8fec/audits/2022-02-gamma.md,"repo=jeffchen006/Trace2Inv-Invariant-Study-FSE24; path=audits/2022-02-gamma.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,trace2inv invariant study fse24,,
smart-contract-security-research,audit_report_firm,OpenZeppelin,,,https://github.com/cyfe45/smart-contract-security-research/blob/88139770a679a6217d19a433703931ba92de16d6/audits/firstflights/eggstravaganza.md,"repo=cyfe45/smart-contract-security-research; path=audits/firstflights/eggstravaganza.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,security research,,
openzeppelin-contracts-upgradeable,audit_report_firm,OpenZeppelin,,,https://github.com/OpenZeppelin/openzeppelin-contracts-upgradeable/blob/81808e30ae760c4d49194f402016223066e81540/audits/README.md,"repo=OpenZeppelin/openzeppelin-contracts-upgradeable; path=audits/README.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,openzeppelin upgradeable,,
openzeppelin-contracts-upgradeable,audit_report_firm,OpenZeppelin,,2017-03-15T00:00:00Z,https://github.com/OpenZeppelin/openzeppelin-contracts-upgradeable/blob/81808e30ae760c4d49194f402016223066e81540/audits/2017-03.md,"repo=OpenZeppelin/openzeppelin-contracts-upgradeable; path=audits/2017-03.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,openzeppelin upgradeable,,
openzeppelin-contracts1,audit_report_firm,OpenZeppelin,,2017-03-15T00:00:00Z,https://github.com/CeciliaOrlando/openzeppelin-contracts1/blob/10a776bae653a3d388e75954d44bd34d746e2dda/audits/2017-03.md,"repo=CeciliaOrlando/openzeppelin-contracts1; path=audits/2017-03.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,openzeppelin contracts1,,
openzeppelin-contracts-revm,audit_report_firm,OpenZeppelin,,2017-03-15T00:00:00Z,https://github.com/papermoonio/openzeppelin-contracts-revm/blob/777e666537f5fd10aa77c3bc174c910a6429c1d5/audits/2017-03.md,"repo=papermoonio/openzeppelin-contracts-revm; path=audits/2017-03.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,openzeppelin revm,,
balancer-v2-monorepo,audit_report_firm,OpenZeppelin,,,https://github.com/Future-Systems-Lab/balancer-v2-monorepo/blob/37ff15d318328e5ecee0643db7cb1a9177474e6a/audits/README.md,"repo=Future-Systems-Lab/balancer-v2-monorepo; path=audits/README.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,balancer v2 monorepo,,
ranges-sol,audit_report_firm,OpenZeppelin,,,https://github.com/puzzlenetwork/ranges-sol/blob/a85a0f7667c98593f1d5a071d35fcb2aa14dcc98/audits/README.md,"repo=puzzlenetwork/ranges-sol; path=audits/README.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,ranges sol,,
balancer-contracts,audit_report_firm,OpenZeppelin,,,https://github.com/angelarias2014/balancer-contracts/blob/a711578b180b0a8e0bf0762fe9dc5821ec1e341c/audits/README.md,"repo=angelarias2014/balancer-contracts; path=audits/README.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,balancer,,
aave-v3-hype,audit_report_firm,OpenZeppelin,,2025-07-17T00:00:00Z,https://github.com/julienbrg/aave-v3-hype/blob/5ce332b7e3f868a6c964e8bfd5b2a782912f4ff8/audits/2025-07-17_StErMi_Aave-v3.5.md,"repo=julienbrg/aave-v3-hype; path=audits/2025-07-17_StErMi_Aave-v3.5.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,aave v3 hype,,
2024-07-reserve,audit_report_firm,OpenZeppelin,,,https://github.com/code-423n4/2024-07-reserve/blob/4d17f61c578367de9b94b17b9539ecbd132732aa/audits/Code4rena%20Reserve%20Audit%20Report%20-%20Release%202.1.0.md,"repo=code-423n4/2024-07-reserve; path=audits/Code4rena Reserve Audit Report - Release 2.1.0.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,2024 07 reserve,,
security-research-archive,audit_report_firm,OpenZeppelin,,2023-12-15T00:00:00Z,https://github.com/VAD37/security-research-archive/blob/abd1af46759cc9fa6f2c5e14f6ca354e71041a65/audits/2023-12-autonolas/governance/audits/token/MapleDiffv1.md,"repo=VAD37/security-research-archive; path=audits/2023-12-autonolas/governance/audits/token/MapleDiffv1.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,security research archive,,
vaults,audit_report_firm,OpenZeppelin,,2023-02-13T00:00:00Z,https://github.com/immunefi-team/vaults/blob/49c1de26cda19c9e8a4aa311ba3b0dc864f34a25/audits/2023-02-13%20-%20Ourovoros%20Audit.md,"repo=immunefi-team/vaults; path=audits/2023-02-13 - Ourovoros Audit.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,audits,,
session-token-contracts,audit_report_firm,OpenZeppelin,,,https://github.com/session-foundation/session-token-contracts/blob/9291f0a2db97f1e56e3a9829d94601223190b794/audits/Session%20Token%20-%20Cipher%20Seluths.md,"repo=session-foundation/session-token-contracts; path=audits/Session Token - Cipher Seluths.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,session token,,
kohaku-commons,audit_report_firm,OpenZeppelin,,,https://github.com/ethereum/kohaku-commons/blob/86272529996f5fb1705b643498f6df0273ef4825/audits/Pashov-Ambire-security-review.md,"repo=ethereum/kohaku-commons; path=audits/Pashov-Ambire-security-review.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,kohaku commons,,
horse-store,audit_report_firm,OpenZeppelin,,,https://github.com/LanreAkintayo/horse-store/blob/70433f1abca0d3a311fc234069746c79bc15c9ae/audits/codehawks.md,"repo=LanreAkintayo/horse-store; path=audits/codehawks.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,horse store,,
10-horse-store-s23,audit_report_firm,OpenZeppelin,,,https://github.com/DuncanDuMond/10-horse-store-s23/blob/6d6d2108fb27875e7fa2e87f0e2ff9436cc4f824/audits/codehawks.md,"repo=DuncanDuMond/10-horse-store-s23; path=audits/codehawks.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,10 horse store s23,,
sova-prime-protocol,audit_report_firm,OpenZeppelin,,,https://github.com/SovaNetwork/sova-prime-protocol/blob/ddb94a5d9934618c92d2555b11e9e1390656c72e/audits/AUDIT_O3.md,"repo=SovaNetwork/sova-prime-protocol; path=audits/AUDIT_O3.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,sova prime,,
contracts-v3,audit_report_firm,OpenZeppelin,,,https://github.com/notional-finance/contracts-v3/blob/ae20d99ebfb0b14cf7b08421722b85849fb11edf/audits/README.md,"repo=notional-finance/contracts-v3; path=audits/README.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,v3,,
sova-prime-protocol,audit_report_firm,OpenZeppelin,,,https://github.com/SovaNetwork/sova-prime-protocol/blob/ddb94a5d9934618c92d2555b11e9e1390656c72e/audits/AUDIT_OPUS.md,"repo=SovaNetwork/sova-prime-protocol; path=audits/AUDIT_OPUS.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,sova prime,,
security-research-archive,audit_report_firm,OpenZeppelin,,2024-07-15T00:00:00Z,https://github.com/VAD37/security-research-archive/blob/abd1af46759cc9fa6f2c5e14f6ca354e71041a65/audits/2024-07-optimism/packages/contracts-bedrock/STYLE_GUIDE.md,"repo=VAD37/security-research-archive; path=audits/2024-07-optimism/packages/contracts-bedrock/STYLE_GUIDE.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,security research archive,,
contracts,audit_report_firm,OpenZeppelin,,2024-06-30T00:00:00Z,https://github.com/immutable/contracts/blob/9c9557bfc3a43b4f770d66ef74c68f2d7e001881/audits/staking/202410-threat-model-stake-holder.md,"repo=immutable/contracts; path=audits/staking/202410-threat-model-stake-holder.md; kw=openzeppelin; q=""openzeppelin"" path:audits extension:md",audit_events_github_reports.csv,,0,,,
