protocol_name_raw,source,audit_firm_raw,audit_score,audit_date,evidence_url,notes,__srcfile,slug,in_llama,protocol_norm,slug_mapped,slug_final
smart-contract-audits,audit_report_firm,OpenZeppelin,,,https://github.com/OpenCoreCH/smart-contract-audits/blob/3a9ae42275f44caab505cef236d67745ab0f1ba0/reports/c4/canto2.md,"repo=OpenCoreCH/smart-contract-audits; path=reports/c4/canto2.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,audits,,
rotcivegaf,audit_report_firm,OpenZeppelin,,2023-08-23T00:00:00Z,https://github.com/rotcivegaf/rotcivegaf/blob/74b9e5dcb9dea00101da28c11a3b43feb05d54e1/reports/bugBountyProgram/2023-08-23-YoCash.md,"repo=rotcivegaf/rotcivegaf; path=reports/bugBountyProgram/2023-08-23-YoCash.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,rotcivegaf,,
bshyuunn-web3-portfolio,audit_report_firm,OpenZeppelin,,2025-01-15T00:00:00Z,https://github.com/bshyuunn/bshyuunn-web3-portfolio/blob/662ae3bcac7ee0e3f371ba1ba27fccb8cea0866b/reports/2025-01-next-generation.md,"repo=bshyuunn/bshyuunn-web3-portfolio; path=reports/2025-01-next-generation.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,bshyuunn web3 portfolio,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/106.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/106.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/49.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/49.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/74.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/74.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/22.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/22.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/13.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/13.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/89.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/89.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/21.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/21.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
solodit_content,audit_report_firm,OpenZeppelin,,2024-04-11T00:00:00Z,https://github.com/williamf6131/solodit_content/blob/b5de8d7335f0ea0ce1cd077e1f0a0d3be81d7b59/reports/Zokyo/2024-04-11-Zap.md,"repo=williamf6131/solodit_content; path=reports/Zokyo/2024-04-11-Zap.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
aderyn-featured,audit_report_firm,OpenZeppelin,,,https://github.com/sunnyStefi/aderyn-featured/blob/8995805a1bfdf4a4bb5353483a845dced68c223c/reports/prb-math-report.md,"repo=sunnyStefi/aderyn-featured; path=reports/prb-math-report.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,aderyn featured,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/115.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/115.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
smart-contract-audits,audit_report_firm,OpenZeppelin,,,https://github.com/OpenCoreCH/smart-contract-audits/blob/3a9ae42275f44caab505cef236d67745ab0f1ba0/reports/c4/frxeth.md,"repo=OpenCoreCH/smart-contract-audits; path=reports/c4/frxeth.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,audits,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/109.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/109.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
hb-audit-reviewer-agent,audit_report_firm,OpenZeppelin,,2025-06-30T00:00:00Z,https://github.com/brunofuentes/hb-audit-reviewer-agent/blob/40fbad8663c9a4a4475c687594007ea0f0793bf9/reports/sidekick-contracts_20250328_124349.md,"repo=brunofuentes/hb-audit-reviewer-agent; path=reports/sidekick-contracts_20250328_124349.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,hb audit reviewer agent,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/72.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/72.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/79.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/79.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/19.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/19.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/25.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/25.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/112.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/112.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/105.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/105.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/68.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/68.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
audit-workbench,audit_report_firm,OpenZeppelin,,,https://github.com/smidolt/audit-workbench/blob/a03b55e9f1d6d3a16b7718280c7bff5ebdc089a6/reports/final/findings.md,"repo=smidolt/audit-workbench; path=reports/final/findings.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,audit workbench,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/32.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/32.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/107.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/107.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/18.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/18.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/100.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/100.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/124.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/124.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Audits,audit_report_firm,OpenZeppelin,,,https://github.com/dystopiaxyz/Audits/blob/64e95e7a822eb6b49d7cd98a3a1981f7d9a871b6/reports/lend.md,"repo=dystopiaxyz/Audits; path=reports/lend.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,reports,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/190.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/190.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/104.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/104.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
AsterDex-audit,audit_report_firm,OpenZeppelin,,,https://github.com/cyhhao/AsterDex-audit/blob/106ef750c9c6e6f920814d433b8b31f7e9193da9/reports/AsBNB__56__0x77734e70b6E88b4d82fE632a168EDf6e700912b6.md,"repo=cyhhao/AsterDex-audit; path=reports/AsBNB__56__0x77734e70b6E88b4d82fE632a168EDf6e700912b6.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,asterdex audit,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/110.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/110.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/66.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/66.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/30.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/30.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/67.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/67.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/125.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/125.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
valantis-bug-hunt,audit_report_firm,OpenZeppelin,,,https://github.com/jmenichole/valantis-bug-hunt/blob/169abb610b98dc8ebe6e2676867669436c9c887e/reports/PATTERN2_FLASHLOAN_ANALYSIS.md,"repo=jmenichole/valantis-bug-hunt; path=reports/PATTERN2_FLASHLOAN_ANALYSIS.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,valantis bug hunt,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/101.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/101.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/193.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/193.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
smart-contract-audits,audit_report_firm,OpenZeppelin,,,https://github.com/OpenCoreCH/smart-contract-audits/blob/3a9ae42275f44caab505cef236d67745ab0f1ba0/reports/c4/foundation.md,"repo=OpenCoreCH/smart-contract-audits; path=reports/c4/foundation.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,audits,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/35.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/35.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/114.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/114.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
udao-contracts,audit_report_firm,OpenZeppelin,,,https://github.com/anywai/udao-contracts/blob/53dbaecfa7fc60952c9db8b5b47609d675d42ef6/reports/UDAOReport.md,"repo=anywai/udao-contracts; path=reports/UDAOReport.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,udao,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/45.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/45.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/143.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/143.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/38.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/38.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/8.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/8.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/47.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/47.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
first-flights-findings,audit_report_firm,OpenZeppelin,,,https://github.com/wallebach/first-flights-findings/blob/7bfd6bf8b69cd882038fd4823e8448d6a2256077/reports/wallebach-First-Flight-%235_-Santa's-List.md,"repo=wallebach/first-flights-findings; path=reports/wallebach-First-Flight-#5_-Santa's-List.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,first flights findings,,
udao-contracts,audit_report_firm,OpenZeppelin,,,https://github.com/anywai/udao-contracts/blob/53dbaecfa7fc60952c9db8b5b47609d675d42ef6/reports/UDAOCReport.md,"repo=anywai/udao-contracts; path=reports/UDAOCReport.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,udao,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/77.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/77.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
first-flights-findings,audit_report_firm,OpenZeppelin,,,https://github.com/wallebach/first-flights-findings/blob/7bfd6bf8b69cd882038fd4823e8448d6a2256077/reports/wallebach-First-Flight-%232_-Puppy-Raffle.md,"repo=wallebach/first-flights-findings; path=reports/wallebach-First-Flight-#2_-Puppy-Raffle.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,first flights findings,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/123.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/123.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/3.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/3.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
sonic-solidity-contracts,audit_report_firm,OpenZeppelin,,,https://github.com/dtrinity/sonic-solidity-contracts/blob/20b704525b8daf74c95039fbf0278ac27b4b58d2/reports/slither-summary.md,"repo=dtrinity/sonic-solidity-contracts; path=reports/slither-summary.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,sonic solidity,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/29.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/29.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/61.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/61.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
reports-website,audit_report_firm,OpenZeppelin,,2022-06-30T00:00:00Z,https://github.com/yAcademyDAO/reports-website/blob/7320b79a4ecb0ea0bb7c1c0e70439dbe1f6b620b/reports/09-2022-yFu-NFT.md,"repo=yAcademyDAO/reports-website; path=reports/09-2022-yFu-NFT.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,reports website,,
UDAO-PROJECT2,audit_report_firm,OpenZeppelin,,,https://github.com/anywai/UDAO-PROJECT2/blob/1dd9e81e6fb6df8a866fad96ec7538e412d7a98f/reports/UDAOReport.md,"repo=anywai/UDAO-PROJECT2; path=reports/UDAOReport.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,udao project2,,
UDAO-PROJECT2,audit_report_firm,OpenZeppelin,,,https://github.com/anywai/UDAO-PROJECT2/blob/1dd9e81e6fb6df8a866fad96ec7538e412d7a98f/reports/UDAOCReport.md,"repo=anywai/UDAO-PROJECT2; path=reports/UDAOCReport.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,udao project2,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/81.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/81.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
solodit_content,audit_report_firm,OpenZeppelin,,2021-08-25T00:00:00Z,https://github.com/solodit/solodit_content/blob/8dadb756e565d89c58941fbaf2518b4417528a7d/reports/Zokyo/2021-08-25-FNDZ.md,"repo=solodit/solodit_content; path=reports/Zokyo/2021-08-25-FNDZ.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,solodit content,,
audits,audit_report_firm,OpenZeppelin,,,https://github.com/zobront/audits/blob/0e08112aeab9e475a5ca3c691f47d7d9cdd6900b/reports/hook.md,"repo=zobront/audits; path=reports/hook.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,reports,,
aderyn,audit_report_firm,OpenZeppelin,,,https://github.com/Cyfrin/aderyn/blob/4b2b073762e706bafb12e29228bb993162f5eedc/reports/hardhat-playground-report.md,"repo=Cyfrin/aderyn; path=reports/hardhat-playground-report.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,reports,,
Audits-By-CarlosAlegreUr,audit_report_firm,OpenZeppelin,,2023-07-15T00:00:00Z,https://github.com/CarlosAlegreUr/Audits-By-CarlosAlegreUr/blob/f5eb10da9ebe282f9bd7a3951d6eab9fd0e17bc8/reports/2023-07-escrow/README.md,"repo=CarlosAlegreUr/Audits-By-CarlosAlegreUr; path=reports/2023-07-escrow/README.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,audits by carlosalegreur,,
reports-website,audit_report_firm,OpenZeppelin,,2024-06-30T00:00:00Z,https://github.com/totoptech/reports-website/blob/f023bc08ea4e35f1f5cbe13186cac59f3ea60dad/reports/05-2024-Sickle-3.md,"repo=totoptech/reports-website; path=reports/05-2024-Sickle-3.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,reports website,,
Trustless_Lock_Con,audit_report_firm,OpenZeppelin,,,https://github.com/ThinkIbrokeIt/Trustless_Lock_Con/blob/171dd4779b322fa8915152192da3a98f8b566ef9/reports/SECURITY_ANALYSIS.md,"repo=ThinkIbrokeIt/Trustless_Lock_Con; path=reports/SECURITY_ANALYSIS.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,trustless lock con,,
cholakovvv,audit_report_firm,OpenZeppelin,,,https://github.com/cholakovvv/cholakovvv/blob/0c06d80880d48f4155c200430e6dbfc127ccc808/reports/contests/Code4rena/EthereumCreditGuild.md,"repo=cholakovvv/cholakovvv; path=reports/contests/Code4rena/EthereumCreditGuild.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,cholakovvv,,
Web3Bugs,audit_report_firm,OpenZeppelin,,,https://github.com/ZhangZhuoSJTU/Web3Bugs/blob/fd8544e84f0d6cea4b4d6a44ee62d8f7623648f4/reports/73.md,"repo=ZhangZhuoSJTU/Web3Bugs; path=reports/73.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,web3bugs,,
udao-contracts,audit_report_firm,OpenZeppelin,,,https://github.com/anywai/udao-contracts/blob/53dbaecfa7fc60952c9db8b5b47609d675d42ef6/reports/UDAO-CertReport.md,"repo=anywai/udao-contracts; path=reports/UDAO-CertReport.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,udao,,
rotcivegaf,audit_report_firm,OpenZeppelin,,2024-08-18T00:00:00Z,https://github.com/rotcivegaf/rotcivegaf/blob/74b9e5dcb9dea00101da28c11a3b43feb05d54e1/reports/bugBountyProgram/2024-08-18-Xterio.md,"repo=rotcivegaf/rotcivegaf; path=reports/bugBountyProgram/2024-08-18-Xterio.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,rotcivegaf,,
dcampain,audit_report_firm,OpenZeppelin,,,https://github.com/Devo-MH/dcampain/blob/d455e3e981d3a923c99ade193304a6729fbfeb16/reports/complete-lifecycle-summary.md,"repo=Devo-MH/dcampain; path=reports/complete-lifecycle-summary.md; kw=openzeppelin; q=""openzeppelin"" path:reports extension:md",audit_events_github_reports.csv,,0,dcampain,,
