protocol_name_raw,source,audit_firm_raw,audit_score,audit_date,evidence_url,notes,__srcfile,org,repo_name,protocol_guess,slug,in_llama,protocol_norm,slug_mapped,slug_final
bootfinance,code4rena,Code4rena,,2021-11-02T23:03:54Z,https://github.com/code-423n4/2021-11-bootfinance,repo=2021-11-bootfinance,audit_events_long.csv,,,,,1,bootfinance,boofinance,boofinance
vader,code4rena,Code4rena,,2021-11-03T14:22:01Z,https://github.com/code-423n4/2021-11-vader-findings,repo=2021-11-vader-findings,audit_events_long.csv,,,,,1,vader,vader-ai,vader-ai
nested,code4rena,Code4rena,,2021-11-03T14:28:07Z,https://github.com/code-423n4/2021-11-nested-findings,repo=2021-11-nested-findings,audit_events_long.csv,,,,,1,nested,nested,nested
vader,code4rena,Code4rena,,2021-11-03T14:33:06Z,https://github.com/code-423n4/2021-11-vader,repo=2021-11-vader,audit_events_long.csv,,,,,1,vader,vader-ai,vader-ai
nested,code4rena,Code4rena,,2021-11-03T14:48:59Z,https://github.com/code-423n4/2021-11-nested,repo=2021-11-nested,audit_events_long.csv,,,,,1,nested,nested,nested
unlock,code4rena,Code4rena,,2021-11-03T15:41:47Z,https://github.com/code-423n4/2021-11-unlock,repo=2021-11-unlock,audit_events_long.csv,,,,,1,unlock,unlockd-v1,unlockd-v1
unlock,code4rena,Code4rena,,2021-11-03T15:42:10Z,https://github.com/code-423n4/2021-11-unlock-findings,repo=2021-11-unlock-findings,audit_events_long.csv,,,,,1,unlock,unlockd-v1,unlockd-v1
maple,code4rena,Code4rena,,2021-11-03T18:05:47Z,https://github.com/code-423n4/2021-12-maple,repo=2021-12-maple,audit_events_long.csv,,,,,1,maple,maple,maple
maple,code4rena,Code4rena,,2021-11-03T18:07:59Z,https://github.com/code-423n4/2021-12-maple-findings,repo=2021-12-maple-findings,audit_events_long.csv,,,,,1,maple,maple,maple
bootfinance,code4rena,Code4rena,,2021-11-03T19:27:52Z,https://github.com/code-423n4/2021-11-bootfinance-findings,repo=2021-11-bootfinance-findings,audit_events_long.csv,,,,,1,bootfinance,boofinance,boofinance
mellow,code4rena,Code4rena,,2021-11-09T13:57:03Z,https://github.com/code-423n4/2021-12-mellow-findings,repo=2021-12-mellow-findings,audit_events_long.csv,,,,,1,mellow,mellow,mellow
mellow,code4rena,Code4rena,,2021-11-09T14:02:12Z,https://github.com/code-423n4/2021-12-mellow,repo=2021-12-mellow,audit_events_long.csv,,,,,1,mellow,mellow,mellow
yaxis,code4rena,Code4rena,,2021-11-10T22:57:46Z,https://github.com/code-423n4/2021-11-yaxis-findings,repo=2021-11-yaxis-findings,audit_events_long.csv,,,,,1,yaxis,yaxis,yaxis
yaxis,code4rena,Code4rena,,2021-11-10T23:00:28Z,https://github.com/code-423n4/2021-11-yaxis,repo=2021-11-yaxis,audit_events_long.csv,,,,,1,yaxis,yaxis,yaxis
badgerzaps,code4rena,Code4rena,,2021-11-12T22:08:42Z,https://github.com/code-423n4/2021-11-badgerzaps,repo=2021-11-badgerzaps,audit_events_long.csv,,,,,0,badgerzaps,,
badgerzaps,code4rena,Code4rena,,2021-11-12T22:10:35Z,https://github.com/code-423n4/2021-11-badgerzaps-findings,repo=2021-11-badgerzaps-findings,audit_events_long.csv,,,,,0,badgerzaps,,
perennial,code4rena,Code4rena,,2021-11-15T18:09:40Z,https://github.com/code-423n4/2021-12-perennial-findings,repo=2021-12-perennial-findings,audit_events_long.csv,,,,,1,perennial,perennial-v2,perennial-v2
perennial,code4rena,Code4rena,,2021-11-15T18:11:09Z,https://github.com/code-423n4/2021-12-perennial,repo=2021-12-perennial,audit_events_long.csv,,,,,1,perennial,perennial-v2,perennial-v2
streaming,code4rena,Code4rena,,2021-11-17T17:48:02Z,https://github.com/code-423n4/2021-11-streaming,repo=2021-11-streaming,audit_events_long.csv,,,,,1,streaming,re,re
streaming,code4rena,Code4rena,,2021-11-17T17:48:37Z,https://github.com/code-423n4/2021-11-streaming-findings,repo=2021-11-streaming-findings,audit_events_long.csv,,,,,1,streaming,re,re
malt,code4rena,Code4rena,,2021-11-18T01:56:52Z,https://github.com/code-423n4/2021-11-malt,repo=2021-11-malt,audit_events_long.csv,,,,,0,malt,,
malt,code4rena,Code4rena,,2021-11-18T02:00:53Z,https://github.com/code-423n4/2021-11-malt-findings,repo=2021-11-malt-findings,audit_events_long.csv,,,,,0,malt,,
sublime,code4rena,Code4rena,,2021-11-19T21:29:59Z,https://github.com/code-423n4/2021-12-sublime-findings,repo=2021-12-sublime-findings,audit_events_long.csv,,,,,0,sublime,,
sublime,code4rena,Code4rena,,2021-11-19T21:33:16Z,https://github.com/code-423n4/2021-12-sublime,repo=2021-12-sublime,audit_events_long.csv,,,,,0,sublime,,
fei,code4rena,Code4rena,,2021-11-22T20:05:46Z,https://github.com/code-423n4/2021-11-fei-findings,repo=2021-11-fei-findings,audit_events_long.csv,,,,,1,fei,fei-protocol,fei-protocol
fei,code4rena,Code4rena,,2021-11-22T20:08:53Z,https://github.com/code-423n4/2021-11-fei,repo=2021-11-fei,audit_events_long.csv,,,,,1,fei,fei-protocol,fei-protocol
pooltogether,code4rena,Code4rena,,2021-12-02T15:04:07Z,https://github.com/code-423n4/2021-12-pooltogether-findings,repo=2021-12-pooltogether-findings,audit_events_long.csv,,,,,1,pooltogether,pooltogether-v5,pooltogether-v5
pooltogether,code4rena,Code4rena,,2021-12-02T15:07:43Z,https://github.com/code-423n4/2021-12-pooltogether,repo=2021-12-pooltogether,audit_events_long.csv,,,,,1,pooltogether,pooltogether-v5,pooltogether-v5
defiprotocol,code4rena,Code4rena,,2021-12-03T20:46:33Z,https://github.com/code-423n4/2021-12-defiprotocol-findings,repo=2021-12-defiprotocol-findings,audit_events_long.csv,,,,,0,defiprotocol,,
defiprotocol,code4rena,Code4rena,,2021-12-03T20:48:43Z,https://github.com/code-423n4/2021-12-defiprotocol,repo=2021-12-defiprotocol,audit_events_long.csv,,,,,0,defiprotocol,,
yetifinance,code4rena,Code4rena,,2021-12-07T16:29:58Z,https://github.com/code-423n4/2021-12-yetifinance,repo=2021-12-yetifinance,audit_events_long.csv,,,,,1,yetifinance,yeti-finance,yeti-finance
yetifinance,code4rena,Code4rena,,2021-12-07T16:31:10Z,https://github.com/code-423n4/2021-12-yetifinance-findings,repo=2021-12-yetifinance-findings,audit_events_long.csv,,,,,1,yetifinance,yeti-finance,yeti-finance
sandclock,code4rena,Code4rena,,2021-12-07T16:41:31Z,https://github.com/code-423n4/2022-01-sandclock,repo=2022-01-sandclock,audit_events_long.csv,,,,,1,sandclock,sandclock,sandclock
sandclock,code4rena,Code4rena,,2021-12-07T16:46:35Z,https://github.com/code-423n4/2022-01-sandclock-findings,repo=2022-01-sandclock-findings,audit_events_long.csv,,,,,1,sandclock,sandclock,sandclock
amun,code4rena,Code4rena,,2021-12-07T17:11:45Z,https://github.com/code-423n4/2021-12-amun-findings,repo=2021-12-amun-findings,audit_events_long.csv,,,,,1,amun,amun,amun
amun,code4rena,Code4rena,,2021-12-07T17:18:18Z,https://github.com/code-423n4/2021-12-amun,repo=2021-12-amun,audit_events_long.csv,,,,,1,amun,amun,amun
nftx,code4rena,Code4rena,,2021-12-07T22:51:33Z,https://github.com/code-423n4/2021-12-nftx-findings,repo=2021-12-nftx-findings,audit_events_long.csv,,,,,1,nftx,nftx,nftx
nftx,code4rena,Code4rena,,2021-12-07T22:53:35Z,https://github.com/code-423n4/2021-12-nftx,repo=2021-12-nftx,audit_events_long.csv,,,,,1,nftx,nftx,nftx
vader,code4rena,Code4rena,,2021-12-10T16:36:36Z,https://github.com/code-423n4/2021-12-vader-findings,repo=2021-12-vader-findings,audit_events_long.csv,,,,,1,vader,vader-ai,vader-ai
vader,code4rena,Code4rena,,2021-12-10T16:38:31Z,https://github.com/code-423n4/2021-12-vader,repo=2021-12-vader,audit_events_long.csv,,,,,1,vader,vader-ai,vader-ai
insure,code4rena,Code4rena,,2021-12-13T16:32:24Z,https://github.com/code-423n4/2022-01-insure-findings,repo=2022-01-insure-findings,audit_events_long.csv,,,,,1,insure,nsure,nsure
insure,code4rena,Code4rena,,2021-12-13T17:58:01Z,https://github.com/code-423n4/2022-01-insure,repo=2022-01-insure,audit_events_long.csv,,,,,1,insure,nsure,nsure
openleverage,code4rena,Code4rena,,2021-12-17T14:52:56Z,https://github.com/code-423n4/2022-01-openleverage-findings,repo=2022-01-openleverage-findings,audit_events_long.csv,,,,,1,openleverage,openleverage,openleverage
openleverage,code4rena,Code4rena,,2021-12-17T14:55:58Z,https://github.com/code-423n4/2022-01-openleverage,repo=2022-01-openleverage,audit_events_long.csv,,,,,1,openleverage,openleverage,openleverage
livepeer,code4rena,Code4rena,,2021-12-17T15:21:08Z,https://github.com/code-423n4/2022-01-livepeer,repo=2022-01-livepeer,audit_events_long.csv,,,,,1,livepeer,livepeer,livepeer
livepeer,code4rena,Code4rena,,2021-12-17T15:21:26Z,https://github.com/code-423n4/2022-01-livepeer-findings,repo=2022-01-livepeer-findings,audit_events_long.csv,,,,,1,livepeer,livepeer,livepeer
dev-test-repo,code4rena,Code4rena,,2021-12-20T19:02:26Z,https://github.com/code-423n4/2022-01-dev-test-repo,repo=2022-01-dev-test-repo,audit_events_long.csv,,,,,1,dev test repo,re,re
timeswap,code4rena,Code4rena,,2021-12-21T14:19:24Z,https://github.com/code-423n4/2022-01-timeswap-findings,repo=2022-01-timeswap-findings,audit_events_long.csv,,,,,1,timeswap,timeswap-v2,timeswap-v2
timeswap,code4rena,Code4rena,,2021-12-21T14:21:48Z,https://github.com/code-423n4/2022-01-timeswap,repo=2022-01-timeswap,audit_events_long.csv,,,,,1,timeswap,timeswap-v2,timeswap-v2
elasticswap,code4rena,Code4rena,,2021-12-21T15:40:57Z,https://github.com/code-423n4/2022-01-elasticswap-findings,repo=2022-01-elasticswap-findings,audit_events_long.csv,,,,,1,elasticswap,elasticswap,elasticswap
elasticswap,code4rena,Code4rena,,2021-12-21T15:54:37Z,https://github.com/code-423n4/2022-01-elasticswap,repo=2022-01-elasticswap,audit_events_long.csv,,,,,1,elasticswap,elasticswap,elasticswap
xdefi,code4rena,Code4rena,,2021-12-21T20:16:04Z,https://github.com/code-423n4/2022-01-xdefi-findings,repo=2022-01-xdefi-findings,audit_events_long.csv,,,,,1,xdefi,xdefi,xdefi
xdefi,code4rena,Code4rena,,2021-12-21T20:20:34Z,https://github.com/code-423n4/2022-01-xdefi,repo=2022-01-xdefi,audit_events_long.csv,,,,,1,xdefi,xdefi,xdefi
sherlock,code4rena,Code4rena,,2022-01-04T17:08:27Z,https://github.com/code-423n4/2022-01-sherlock-findings,repo=2022-01-sherlock-findings,audit_events_long.csv,,,,,1,sherlock,sherlock,sherlock
sherlock,code4rena,Code4rena,,2022-01-04T17:11:57Z,https://github.com/code-423n4/2022-01-sherlock,repo=2022-01-sherlock,audit_events_long.csv,,,,,1,sherlock,sherlock,sherlock
behodler,code4rena,Code4rena,,2022-01-14T19:53:52Z,https://github.com/code-423n4/2022-01-behodler-findings,repo=2022-01-behodler-findings,audit_events_long.csv,,,,,1,behodler,behodler,behodler
behodler,code4rena,Code4rena,,2022-01-14T19:58:13Z,https://github.com/code-423n4/2022-01-behodler,repo=2022-01-behodler,audit_events_long.csv,,,,,1,behodler,behodler,behodler
notional,code4rena,Code4rena,,2022-01-18T18:26:37Z,https://github.com/code-423n4/2022-01-notional-findings,repo=2022-01-notional-findings,audit_events_long.csv,,,,,1,notional,notional-v2,notional-v2
notional,code4rena,Code4rena,,2022-01-18T18:28:29Z,https://github.com/code-423n4/2022-01-notional,repo=2022-01-notional,audit_events_long.csv,,,,,1,notional,notional-v2,notional-v2
trader-joe,code4rena,Code4rena,,2022-01-18T18:50:01Z,https://github.com/code-423n4/2022-01-trader-joe,repo=2022-01-trader-joe,audit_events_long.csv,,,,,0,trader joe,,
trader-joe,code4rena,Code4rena,,2022-01-18T18:52:50Z,https://github.com/code-423n4/2022-01-trader-joe-findings,repo=2022-01-trader-joe-findings,audit_events_long.csv,,,,,0,trader joe,,
xtribe,code4rena,Code4rena,,2022-01-19T20:17:28Z,https://github.com/code-423n4/2022-04-xtribe,repo=2022-04-xtribe,audit_events_long.csv,,,,,1,xtribe,x,x
xtribe,code4rena,Code4rena,,2022-01-19T20:18:27Z,https://github.com/code-423n4/2022-04-xtribe-findings,repo=2022-04-xtribe-findings,audit_events_long.csv,,,,,1,xtribe,x,x
dev-test-repo,code4rena,Code4rena,,2022-01-20T18:38:30Z,https://github.com/code-423n4/2022-01-dev-test-repo-findings,repo=2022-01-dev-test-repo-findings,audit_events_long.csv,,,,,1,dev test repo,re,re
yield,code4rena,Code4rena,,2022-01-21T13:21:14Z,https://github.com/code-423n4/2022-01-yield-findings,repo=2022-01-yield-findings,audit_events_long.csv,,,,,1,yield,baseyield,baseyield
yield,code4rena,Code4rena,,2022-01-21T13:24:58Z,https://github.com/code-423n4/2022-01-yield,repo=2022-01-yield,audit_events_long.csv,,,,,1,yield,baseyield,baseyield
aave-lens,code4rena,Code4rena,,2022-01-24T16:04:35Z,https://github.com/code-423n4/2022-02-aave-lens-findings,repo=2022-02-aave-lens-findings,audit_events_long.csv,,,,,1,aave lens,ens,ens
aave-lens,code4rena,Code4rena,,2022-01-24T16:04:57Z,https://github.com/code-423n4/2022-02-aave-lens,repo=2022-02-aave-lens,audit_events_long.csv,,,,,1,aave lens,ens,ens
anchor,code4rena,Code4rena,,2022-01-27T15:42:44Z,https://github.com/code-423n4/2022-02-anchor-findings,repo=2022-02-anchor-findings,audit_events_long.csv,,,,,1,anchor,anchor,anchor
anchor,code4rena,Code4rena,,2022-01-27T15:47:43Z,https://github.com/code-423n4/2022-02-anchor,repo=2022-02-anchor,audit_events_long.csv,,,,,1,anchor,anchor,anchor
concur,code4rena,Code4rena,,2022-01-28T12:53:32Z,https://github.com/code-423n4/2022-02-concur,repo=2022-02-concur,audit_events_long.csv,,,,,0,concur,,
concur,code4rena,Code4rena,,2022-01-28T13:31:23Z,https://github.com/code-423n4/2022-02-concur-findings,repo=2022-02-concur-findings,audit_events_long.csv,,,,,0,concur,,
badger-citadel,code4rena,Code4rena,,2022-01-28T13:36:58Z,https://github.com/code-423n4/2022-02-badger-citadel,repo=2022-02-badger-citadel,audit_events_long.csv,,,,,0,badger citadel,,
badger-citadel,code4rena,Code4rena,,2022-01-28T13:49:19Z,https://github.com/code-423n4/2022-02-badger-citadel-findings,repo=2022-02-badger-citadel-findings,audit_events_long.csv,,,,,0,badger citadel,,
nested,code4rena,Code4rena,,2022-02-07T21:26:30Z,https://github.com/code-423n4/2022-02-nested,repo=2022-02-nested,audit_events_long.csv,,,,,1,nested,nested,nested
nested,code4rena,Code4rena,,2022-02-07T21:27:31Z,https://github.com/code-423n4/2022-02-nested-findings,repo=2022-02-nested-findings,audit_events_long.csv,,,,,1,nested,nested,nested
tribe-turbo,code4rena,Code4rena,,2022-02-09T19:26:34Z,https://github.com/code-423n4/2022-02-tribe-turbo,repo=2022-02-tribe-turbo,audit_events_long.csv,,,,,0,tribe turbo,,
tribe-turbo,code4rena,Code4rena,,2022-02-09T19:27:29Z,https://github.com/code-423n4/2022-02-tribe-turbo-findings,repo=2022-02-tribe-turbo-findings,audit_events_long.csv,,,,,0,tribe turbo,,
skale,code4rena,Code4rena,,2022-02-10T15:44:04Z,https://github.com/code-423n4/2022-02-skale,repo=2022-02-skale,audit_events_long.csv,,,,,1,skale,skale-network-bridge,skale-network-bridge
skale,code4rena,Code4rena,,2022-02-10T15:44:15Z,https://github.com/code-423n4/2022-02-skale-findings,repo=2022-02-skale-findings,audit_events_long.csv,,,,,1,skale,skale-network-bridge,skale-network-bridge
redacted-cartel,code4rena,Code4rena,,2022-02-10T15:44:48Z,https://github.com/code-423n4/2022-02-redacted-cartel-findings,repo=2022-02-redacted-cartel-findings,audit_events_long.csv,,,,,1,redacted cartel,re,re
redacted-cartel,code4rena,Code4rena,,2022-02-10T15:45:00Z,https://github.com/code-423n4/2022-02-redacted-cartel,repo=2022-02-redacted-cartel,audit_events_long.csv,,,,,1,redacted cartel,re,re
ooki,code4rena,Code4rena,,2022-02-11T18:14:27Z,https://github.com/code-423n4/2022-02-ooki,repo=2022-02-ooki,audit_events_long.csv,,,,,1,ooki,ooki,ooki
hubble,code4rena,Code4rena,,2022-02-11T19:13:32Z,https://github.com/code-423n4/2022-02-hubble-findings,repo=2022-02-hubble-findings,audit_events_long.csv,,,,,1,hubble,hubble,hubble
hubble,code4rena,Code4rena,,2022-02-11T19:18:03Z,https://github.com/code-423n4/2022-02-hubble,repo=2022-02-hubble,audit_events_long.csv,,,,,1,hubble,hubble,hubble
phuture,code4rena,Code4rena,,2022-02-11T19:36:26Z,https://github.com/code-423n4/2022-04-phuture-findings,repo=2022-04-phuture-findings,audit_events_long.csv,,,,,1,phuture,phuture,phuture
phuture,code4rena,Code4rena,,2022-02-11T19:40:55Z,https://github.com/code-423n4/2022-04-phuture,repo=2022-04-phuture,audit_events_long.csv,,,,,1,phuture,phuture,phuture
pooltogether,code4rena,Code4rena,,2022-02-18T00:21:48Z,https://github.com/code-423n4/2022-02-pooltogether-findings,repo=2022-02-pooltogether-findings,audit_events_long.csv,,,,,1,pooltogether,pooltogether-v5,pooltogether-v5
pooltogether,code4rena,Code4rena,,2022-02-18T00:32:08Z,https://github.com/code-423n4/2022-02-pooltogether,repo=2022-02-pooltogether,audit_events_long.csv,,,,,1,pooltogether,pooltogether-v5,pooltogether-v5
foundation,code4rena,Code4rena,,2022-02-18T18:07:13Z,https://github.com/code-423n4/2022-02-foundation-findings,repo=2022-02-foundation-findings,audit_events_long.csv,,,,,1,foundation,foundation,foundation
foundation,code4rena,Code4rena,,2022-02-18T18:11:18Z,https://github.com/code-423n4/2022-02-foundation,repo=2022-02-foundation,audit_events_long.csv,,,,,1,foundation,foundation,foundation
jpyc,code4rena,Code4rena,,2022-02-21T05:06:12Z,https://github.com/code-423n4/2022-02-jpyc,repo=2022-02-jpyc,audit_events_long.csv,,,,,0,jpyc,,
jpyc,code4rena,Code4rena,,2022-02-21T05:06:52Z,https://github.com/code-423n4/2022-02-jpyc-findings,repo=2022-02-jpyc-findings,audit_events_long.csv,,,,,0,jpyc,,
timeswap,code4rena,Code4rena,,2022-03-01T17:29:31Z,https://github.com/code-423n4/2022-03-timeswap,repo=2022-03-timeswap,audit_events_long.csv,,,,,1,timeswap,timeswap-v2,timeswap-v2
timeswap,code4rena,Code4rena,,2022-03-01T17:29:51Z,https://github.com/code-423n4/2022-03-timeswap-findings,repo=2022-03-timeswap-findings,audit_events_long.csv,,,,,1,timeswap,timeswap-v2,timeswap-v2
biconomy,code4rena,Code4rena,,2022-03-04T20:43:10Z,https://github.com/code-423n4/2022-03-biconomy-findings,repo=2022-03-biconomy-findings,audit_events_long.csv,,,,,1,biconomy,biconomy.com,biconomy.com
biconomy,code4rena,Code4rena,,2022-03-04T20:43:17Z,https://github.com/code-423n4/2022-03-biconomy,repo=2022-03-biconomy,audit_events_long.csv,,,,,1,biconomy,biconomy.com,biconomy.com
maple,code4rena,Code4rena,,2022-03-04T20:47:11Z,https://github.com/code-423n4/2022-03-maple-findings,repo=2022-03-maple-findings,audit_events_long.csv,,,,,1,maple,maple,maple
maple,code4rena,Code4rena,,2022-03-04T20:47:19Z,https://github.com/code-423n4/2022-03-maple,repo=2022-03-maple,audit_events_long.csv,,,,,1,maple,maple,maple
rolla,code4rena,Code4rena,,2022-03-04T21:07:25Z,https://github.com/code-423n4/2022-03-rolla-findings,repo=2022-03-rolla-findings,audit_events_long.csv,,,,,0,rolla,,
rolla,code4rena,Code4rena,,2022-03-04T21:07:38Z,https://github.com/code-423n4/2022-03-rolla,repo=2022-03-rolla,audit_events_long.csv,,,,,0,rolla,,
vetoken,code4rena,Code4rena,,2022-03-08T02:16:45Z,https://github.com/code-423n4/2022-05-vetoken-findings,repo=2022-05-vetoken-findings,audit_events_long.csv,,,,,0,vetoken,,
vetoken,code4rena,Code4rena,,2022-03-08T02:18:17Z,https://github.com/code-423n4/2022-05-vetoken,repo=2022-05-vetoken,audit_events_long.csv,,,,,0,vetoken,,
prepo,code4rena,Code4rena,,2022-03-08T13:10:14Z,https://github.com/code-423n4/2022-03-prepo-findings,repo=2022-03-prepo-findings,audit_events_long.csv,,,,,1,prepo,prepo,prepo
prepo,code4rena,Code4rena,,2022-03-08T13:10:21Z,https://github.com/code-423n4/2022-03-prepo,repo=2022-03-prepo,audit_events_long.csv,,,,,1,prepo,prepo,prepo
sublime,code4rena,Code4rena,,2022-03-10T21:17:28Z,https://github.com/code-423n4/2022-03-sublime,repo=2022-03-sublime,audit_events_long.csv,,,,,0,sublime,,
sublime,code4rena,Code4rena,,2022-03-10T21:17:37Z,https://github.com/code-423n4/2022-03-sublime-findings,repo=2022-03-sublime-findings,audit_events_long.csv,,,,,0,sublime,,
joyn,code4rena,Code4rena,,2022-03-16T18:19:13Z,https://github.com/code-423n4/2022-03-joyn-findings,repo=2022-03-joyn-findings,audit_events_long.csv,,,,,0,joyn,,
joyn,code4rena,Code4rena,,2022-03-16T18:29:31Z,https://github.com/code-423n4/2022-03-joyn,repo=2022-03-joyn,audit_events_long.csv,,,,,0,joyn,,
volt,code4rena,Code4rena,,2022-03-16T18:52:25Z,https://github.com/code-423n4/2022-03-volt-findings,repo=2022-03-volt-findings,audit_events_long.csv,,,,,1,volt,voltage-stableswap,voltage-stableswap
volt,code4rena,Code4rena,,2022-03-16T18:52:57Z,https://github.com/code-423n4/2022-03-volt,repo=2022-03-volt,audit_events_long.csv,,,,,1,volt,voltage-stableswap,voltage-stableswap
lifinance,code4rena,Code4rena,,2022-03-22T18:39:52Z,https://github.com/code-423n4/2022-03-lifinance,repo=2022-03-lifinance,audit_events_long.csv,,,,,1,lifinance,fin,fin
lifinance,code4rena,Code4rena,,2022-03-22T19:11:15Z,https://github.com/code-423n4/2022-03-lifinance-findings,repo=2022-03-lifinance-findings,audit_events_long.csv,,,,,1,lifinance,fin,fin
paladin,code4rena,Code4rena,,2022-03-24T18:55:36Z,https://github.com/code-423n4/2022-03-paladin,repo=2022-03-paladin,audit_events_long.csv,,,,,1,paladin,paladin-vote,paladin-vote
paladin,code4rena,Code4rena,,2022-03-24T18:55:43Z,https://github.com/code-423n4/2022-03-paladin-findings,repo=2022-03-paladin-findings,audit_events_long.csv,,,,,1,paladin,paladin-vote,paladin-vote
jpegd,code4rena,Code4rena,,2022-03-24T23:57:48Z,https://github.com/code-423n4/2022-04-jpegd,repo=2022-04-jpegd,audit_events_long.csv,,,,,1,jpegd,jpegd,jpegd
jpegd,code4rena,Code4rena,,2022-03-25T00:01:29Z,https://github.com/code-423n4/2022-04-jpegd-findings,repo=2022-04-jpegd-findings,audit_events_long.csv,,,,,1,jpegd,jpegd,jpegd
backed,code4rena,Code4rena,,2022-03-31T10:03:18Z,https://github.com/code-423n4/2022-04-backed,repo=2022-04-backed,audit_events_long.csv,,,,,1,backed,backed,backed
backed,code4rena,Code4rena,,2022-03-31T10:40:44Z,https://github.com/code-423n4/2022-04-backed-findings,repo=2022-04-backed-findings,audit_events_long.csv,,,,,1,backed,backed,backed
dualityfocus,code4rena,Code4rena,,2022-04-01T19:25:39Z,https://github.com/code-423n4/2022-04-dualityfocus-findings,repo=2022-04-dualityfocus-findings,audit_events_long.csv,,,,,1,dualityfocus,duality,duality
axelar,code4rena,Code4rena,,2022-04-01T19:26:39Z,https://github.com/code-423n4/2022-04-axelar-findings,repo=2022-04-axelar-findings,audit_events_long.csv,,,,,1,axelar,axelar,axelar
axelar,code4rena,Code4rena,,2022-04-01T19:43:39Z,https://github.com/code-423n4/2022-04-axelar,repo=2022-04-axelar,audit_events_long.csv,,,,,1,axelar,axelar,axelar
dualityfocus,code4rena,Code4rena,,2022-04-01T19:44:00Z,https://github.com/code-423n4/2022-04-dualityfocus,repo=2022-04-dualityfocus,audit_events_long.csv,,,,,1,dualityfocus,duality,duality
badger-citadel,code4rena,Code4rena,,2022-04-06T15:11:37Z,https://github.com/code-423n4/2022-04-badger-citadel-findings,repo=2022-04-badger-citadel-findings,audit_events_long.csv,,,,,0,badger citadel,,
badger-citadel,code4rena,Code4rena,,2022-04-06T15:43:54Z,https://github.com/code-423n4/2022-04-badger-citadel,repo=2022-04-badger-citadel,audit_events_long.csv,,,,,0,badger citadel,,
backd,code4rena,Code4rena,,2022-04-18T15:32:37Z,https://github.com/code-423n4/2022-04-backd,repo=2022-04-backd,audit_events_long.csv,,,,,1,backd,backed,backed
backd,code4rena,Code4rena,,2022-04-18T15:35:07Z,https://github.com/code-423n4/2022-04-backd-findings,repo=2022-04-backd-findings,audit_events_long.csv,,,,,1,backd,backed,backed
pooltogether,code4rena,Code4rena,,2022-04-21T19:42:25Z,https://github.com/code-423n4/2022-04-pooltogether,repo=2022-04-pooltogether,audit_events_long.csv,,,,,1,pooltogether,pooltogether-v5,pooltogether-v5
pooltogether,code4rena,Code4rena,,2022-04-21T19:51:17Z,https://github.com/code-423n4/2022-04-pooltogether-findings,repo=2022-04-pooltogether-findings,audit_events_long.csv,,,,,1,pooltogether,pooltogether-v5,pooltogether-v5
abranft,code4rena,Code4rena,,2022-04-22T15:15:28Z,https://github.com/code-423n4/2022-04-abranft,repo=2022-04-abranft,audit_events_long.csv,,,,,0,abranft,,
abranft,code4rena,Code4rena,,2022-04-22T15:22:22Z,https://github.com/code-423n4/2022-04-abranft-findings,repo=2022-04-abranft-findings,audit_events_long.csv,,,,,0,abranft,,
mimo,code4rena,Code4rena,,2022-04-22T19:33:28Z,https://github.com/code-423n4/2022-04-mimo-findings,repo=2022-04-mimo-findings,audit_events_long.csv,,,,,1,mimo,mimo-v2,mimo-v2
cudos,code4rena,Code4rena,,2022-04-22T19:38:40Z,https://github.com/code-423n4/2022-05-cudos,repo=2022-05-cudos,audit_events_long.csv,,,,,0,cudos,,
mimo,code4rena,Code4rena,,2022-04-22T19:38:43Z,https://github.com/code-423n4/2022-04-mimo,repo=2022-04-mimo,audit_events_long.csv,,,,,1,mimo,mimo-v2,mimo-v2
cudos,code4rena,Code4rena,,2022-04-22T19:38:51Z,https://github.com/code-423n4/2022-05-cudos-findings,repo=2022-05-cudos-findings,audit_events_long.csv,,,,,0,cudos,,
factorydao,code4rena,Code4rena,,2022-04-25T17:45:48Z,https://github.com/code-423n4/2022-05-factorydao,repo=2022-05-factorydao,audit_events_long.csv,,,,,0,factorydao,,
factorydao,code4rena,Code4rena,,2022-04-25T17:46:00Z,https://github.com/code-423n4/2022-05-factorydao-findings,repo=2022-05-factorydao-findings,audit_events_long.csv,,,,,0,factorydao,,
bunker,code4rena,Code4rena,,2022-04-27T15:10:29Z,https://github.com/code-423n4/2022-05-bunker-findings,repo=2022-05-bunker-findings,audit_events_long.csv,,,,,0,bunker,,
bunker,code4rena,Code4rena,,2022-04-27T15:10:44Z,https://github.com/code-423n4/2022-05-bunker,repo=2022-05-bunker,audit_events_long.csv,,,,,0,bunker,,
runes,code4rena,Code4rena,,2022-04-27T19:38:55Z,https://github.com/code-423n4/2022-05-runes-findings,repo=2022-05-runes-findings,audit_events_long.csv,,,,,0,runes,,
runes,code4rena,Code4rena,,2022-04-27T19:39:04Z,https://github.com/code-423n4/2022-05-runes,repo=2022-05-runes,audit_events_long.csv,,,,,0,runes,,
enso,code4rena,Code4rena,,2022-04-27T20:09:21Z,https://github.com/code-423n4/2022-05-enso,repo=2022-05-enso,audit_events_long.csv,,,,,1,enso,enso,enso
alchemix,code4rena,Code4rena,,2022-04-29T13:10:32Z,https://github.com/code-423n4/2022-05-alchemix,repo=2022-05-alchemix,audit_events_long.csv,,,,,1,alchemix,alchemix,alchemix
