protocol_name_raw,source,audit_firm_raw,audit_score,audit_date,evidence_url,notes,__srcfile,org,repo_name,protocol_guess,slug,in_llama,protocol_norm,slug_mapped,slug_final
notional-update-5,sherlock,,,2024-02-16T15:22:42Z,https://github.com/sherlock-audit/2023-12-notional-update-5-judging,,audit_events_long.csv,sherlock-audit,2023-12-notional-update-5-judging,notional-update-5,,0,notional update 5,,
symm-io,sherlock,,,2024-01-02T15:31:49Z,https://github.com/sherlock-audit/2023-12-symm-io,,audit_events_long.csv,sherlock-audit,2023-12-symm-io,symm-io,,1,symm io,symmio,symmio
symm-io,sherlock,,,2024-02-01T15:22:00Z,https://github.com/sherlock-audit/2023-12-symm-io-judging,,audit_events_long.csv,sherlock-audit,2023-12-symm-io-judging,symm-io,,1,symm io,symmio,symmio
truflation,sherlock,,,2024-01-04T15:04:47Z,https://github.com/sherlock-audit/2023-12-truflation,,audit_events_long.csv,sherlock-audit,2023-12-truflation,truflation,,0,truflation,,
truflation,sherlock,,,2024-01-25T14:54:46Z,https://github.com/sherlock-audit/2023-12-truflation-judging,,audit_events_long.csv,sherlock-audit,2023-12-truflation-judging,truflation,,0,truflation,,
avail,sherlock,,,2024-01-19T15:00:06Z,https://github.com/sherlock-audit/2023-12-avail,,audit_events_long.csv,sherlock-audit,2023-12-avail,avail,,0,avail,,
avail,sherlock,,,2024-02-20T13:32:35Z,https://github.com/sherlock-audit/2023-12-avail-judging,,audit_events_long.csv,sherlock-audit,2023-12-avail-judging,avail,,0,avail,,
telcoin,sherlock,,,2024-01-12T15:00:06Z,https://github.com/sherlock-audit/2024-01-telcoin,,audit_events_long.csv,sherlock-audit,2024-01-telcoin,telcoin,,1,telcoin,telcoin,telcoin
telcoin,sherlock,,,2024-02-22T17:40:50Z,https://github.com/sherlock-audit/2024-01-telcoin-judging,,audit_events_long.csv,sherlock-audit,2024-01-telcoin-judging,telcoin,,1,telcoin,telcoin,telcoin
rio-vesting-escrow,sherlock,,,2024-01-10T15:00:06Z,https://github.com/sherlock-audit/2024-01-rio-vesting-escrow,,audit_events_long.csv,sherlock-audit,2024-01-rio-vesting-escrow,rio-vesting-escrow,,1,rio vesting escrow,escrow,escrow
rio-vesting-escrow,sherlock,,,2024-01-24T14:51:39Z,https://github.com/sherlock-audit/2024-01-rio-vesting-escrow-judging,,audit_events_long.csv,sherlock-audit,2024-01-rio-vesting-escrow-judging,rio-vesting-escrow,,1,rio vesting escrow,escrow,escrow
looksrare,sherlock,,,2024-01-18T15:00:06Z,https://github.com/sherlock-audit/2024-01-looksrare,,audit_events_long.csv,sherlock-audit,2024-01-looksrare,looksrare,,1,looksrare,looksrare,looksrare
looksrare,sherlock,,,2024-02-04T12:38:08Z,https://github.com/sherlock-audit/2024-01-looksrare-judging,,audit_events_long.csv,sherlock-audit,2024-01-looksrare-judging,looksrare,,1,looksrare,looksrare,looksrare
olympus-on-chain-governance,sherlock,,,2024-01-22T15:00:07Z,https://github.com/sherlock-audit/2024-01-olympus-on-chain-governance,,audit_events_long.csv,sherlock-audit,2024-01-olympus-on-chain-governance,olympus-on-chain-governance,,0,olympus on chain governance,,
olympus-on-chain-governance,sherlock,,,2024-02-06T22:56:59Z,https://github.com/sherlock-audit/2024-01-olympus-on-chain-governance-judging,,audit_events_long.csv,sherlock-audit,2024-01-olympus-on-chain-governance-judging,olympus-on-chain-governance,,0,olympus on chain governance,,
napier,sherlock,,,2024-02-14T15:00:05Z,https://github.com/sherlock-audit/2024-01-napier,,audit_events_long.csv,sherlock-audit,2024-01-napier,napier,,1,napier,napier,napier
napier,sherlock,,,2024-04-22T13:08:22Z,https://github.com/sherlock-audit/2024-01-napier-judging,,audit_events_long.csv,sherlock-audit,2024-01-napier-judging,napier,,1,napier,napier,napier
rubicon-finance,sherlock,,,2024-02-05T15:00:06Z,https://github.com/sherlock-audit/2024-02-rubicon-finance,,audit_events_long.csv,sherlock-audit,2024-02-rubicon-finance,rubicon-finance,,1,rubicon finance,rubic,rubic
rubicon-finance,sherlock,,,2024-02-21T18:45:10Z,https://github.com/sherlock-audit/2024-02-rubicon-finance-judging,,audit_events_long.csv,sherlock-audit,2024-02-rubicon-finance-judging,rubicon-finance,,1,rubicon finance,rubic,rubic
smilee-finance,sherlock,,,2024-02-14T15:00:05Z,https://github.com/sherlock-audit/2024-02-smilee-finance,,audit_events_long.csv,sherlock-audit,2024-02-smilee-finance,smilee-finance,,1,smilee finance,smilee-finance-gbera,smilee-finance-gbera
smilee-finance,sherlock,,,2024-04-01T13:02:01Z,https://github.com/sherlock-audit/2024-02-smilee-finance-judging,,audit_events_long.csv,sherlock-audit,2024-02-smilee-finance-judging,smilee-finance,,1,smilee finance,smilee-finance-gbera,smilee-finance-gbera
optimism-2024,sherlock,,,2024-03-27T15:00:07Z,https://github.com/sherlock-audit/2024-02-optimism-2024,,audit_events_long.csv,sherlock-audit,2024-02-optimism-2024,optimism-2024,,0,optimism 2024,,
optimism-2024,sherlock,,,2024-06-11T15:28:23Z,https://github.com/sherlock-audit/2024-02-optimism-2024-judging,,audit_events_long.csv,sherlock-audit,2024-02-optimism-2024-judging,optimism-2024,,0,optimism 2024,,
radicalxchange,sherlock,,,2024-05-08T21:45:54Z,https://github.com/sherlock-audit/2024-02-radicalxchange,,audit_events_long.csv,sherlock-audit,2024-02-radicalxchange,radicalxchange,,0,radicalxchange,,
radicalxchange,sherlock,,,2024-05-12T12:21:29Z,https://github.com/sherlock-audit/2024-02-radicalxchange-judging,,audit_events_long.csv,sherlock-audit,2024-02-radicalxchange-judging,radicalxchange,,0,radicalxchange,,
rio-network-core-protocol,sherlock,,,2024-02-20T15:00:05Z,https://github.com/sherlock-audit/2024-02-rio-network-core-protocol,,audit_events_long.csv,sherlock-audit,2024-02-rio-network-core-protocol,rio-network-core-protocol,,1,rio network core protocol,ore-protocol,ore-protocol
rio-network-core-protocol,sherlock,,,2024-04-18T16:39:42Z,https://github.com/sherlock-audit/2024-02-rio-network-core-protocol-judging,,audit_events_long.csv,sherlock-audit,2024-02-rio-network-core-protocol-judging,rio-network-core-protocol,,1,rio network core protocol,ore-protocol,ore-protocol
tapioca,sherlock,,,2024-02-23T17:25:39Z,https://github.com/sherlock-audit/2024-02-tapioca,,audit_events_long.csv,sherlock-audit,2024-02-tapioca,tapioca,,0,tapioca,,
tapioca,sherlock,,,2024-05-03T10:57:10Z,https://github.com/sherlock-audit/2024-02-tapioca-judging,,audit_events_long.csv,sherlock-audit,2024-02-tapioca-judging,tapioca,,0,tapioca,,
perpetual,sherlock,,,2024-03-05T13:05:47Z,https://github.com/sherlock-audit/2024-02-perpetual,,audit_events_long.csv,sherlock-audit,2024-02-perpetual,perpetual,,1,perpetual,omnidex-perpetuals,omnidex-perpetuals
perpetual,sherlock,,,2024-05-09T11:32:28Z,https://github.com/sherlock-audit/2024-02-perpetual-judging,,audit_events_long.csv,sherlock-audit,2024-02-perpetual-judging,perpetual,,1,perpetual,omnidex-perpetuals,omnidex-perpetuals
mento,sherlock,,,2024-05-27T18:57:04Z,https://github.com/sherlock-audit/2024-02-mento,,audit_events_long.csv,sherlock-audit,2024-02-mento,mento,,1,mento,mento,mento
mento,sherlock,,,2024-04-17T13:42:48Z,https://github.com/sherlock-audit/2024-02-mento-judging,,audit_events_long.csv,sherlock-audit,2024-02-mento-judging,mento,,1,mento,mento,mento
jala-swap,sherlock,,,2024-02-29T17:08:33Z,https://github.com/sherlock-audit/2024-02-jala-swap,,audit_events_long.csv,sherlock-audit,2024-02-jala-swap,jala-swap,,0,jala swap,,
jala-swap,sherlock,,,2024-03-29T11:23:01Z,https://github.com/sherlock-audit/2024-02-jala-swap-judging,,audit_events_long.csv,sherlock-audit,2024-02-jala-swap-judging,jala-swap,,0,jala swap,,
leverage-contracts,sherlock,,,2024-02-27T00:02:41Z,https://github.com/sherlock-audit/2024-02-leverage-contracts,,audit_events_long.csv,sherlock-audit,2024-02-leverage-contracts,leverage-contracts,,0,leverage contracts,,
leverage-contracts,sherlock,,,2024-03-18T17:50:25Z,https://github.com/sherlock-audit/2024-02-leverage-contracts-judging,,audit_events_long.csv,sherlock-audit,2024-02-leverage-contracts-judging,leverage-contracts,,0,leverage contracts,,
telcoin-platform-audit-update,sherlock,,,2024-03-04T19:18:58Z,https://github.com/sherlock-audit/2024-02-telcoin-platform-audit-update,,audit_events_long.csv,sherlock-audit,2024-02-telcoin-platform-audit-update,telcoin-platform-audit-update,,1,telcoin platform audit update,telcoin,telcoin
telcoin-platform-audit-update,sherlock,,,2024-03-22T17:09:26Z,https://github.com/sherlock-audit/2024-02-telcoin-platform-audit-update-judging,,audit_events_long.csv,sherlock-audit,2024-02-telcoin-platform-audit-update-judging,telcoin-platform-audit-update,,1,telcoin platform audit update,telcoin,telcoin
perennial-v2-3,sherlock,,,2024-03-11T15:00:06Z,https://github.com/sherlock-audit/2024-02-perennial-v2-3,,audit_events_long.csv,sherlock-audit,2024-02-perennial-v2-3,perennial-v2-3,,1,perennial v2 3,perennial-v2,perennial-v2
perennial-v2-3,sherlock,,,2024-04-24T11:52:37Z,https://github.com/sherlock-audit/2024-02-perennial-v2-3-judging,,audit_events_long.csv,sherlock-audit,2024-02-perennial-v2-3-judging,perennial-v2-3,,1,perennial v2 3,perennial-v2,perennial-v2
arrakis,sherlock,,,2024-05-15T15:08:38Z,https://github.com/sherlock-audit/2024-03-arrakis,,audit_events_long.csv,sherlock-audit,2024-03-arrakis,arrakis,,1,arrakis,arrakis-v2,arrakis-v2
arrakis,sherlock,,,2024-06-26T14:33:34Z,https://github.com/sherlock-audit/2024-03-arrakis-judging,,audit_events_long.csv,sherlock-audit,2024-03-arrakis-judging,arrakis,,1,arrakis,arrakis-v2,arrakis-v2
nouns-dao-2,sherlock,,,2024-03-20T15:00:06Z,https://github.com/sherlock-audit/2024-03-nouns-dao-2,,audit_events_long.csv,sherlock-audit,2024-03-nouns-dao-2,nouns-dao-2,,1,nouns dao 2,nouns,nouns
nouns-dao-2,sherlock,,,2024-04-22T13:31:41Z,https://github.com/sherlock-audit/2024-03-nouns-dao-2-judging,,audit_events_long.csv,sherlock-audit,2024-03-nouns-dao-2-judging,nouns-dao-2,,1,nouns dao 2,nouns,nouns
amphor,sherlock,,,2024-03-13T15:00:05Z,https://github.com/sherlock-audit/2024-03-amphor,,audit_events_long.csv,sherlock-audit,2024-03-amphor,amphor,,1,amphor,amphor,amphor
amphor,sherlock,,,2024-04-30T16:30:11Z,https://github.com/sherlock-audit/2024-03-amphor-judging,,audit_events_long.csv,sherlock-audit,2024-03-amphor-judging,amphor,,1,amphor,amphor,amphor
woofi-swap,sherlock,,,2024-03-12T15:00:05Z,https://github.com/sherlock-audit/2024-03-woofi-swap,,audit_events_long.csv,sherlock-audit,2024-03-woofi-swap,woofi-swap,,1,woofi swap,woofi-swap,woofi-swap
woofi-swap,sherlock,,,2024-05-07T20:33:58Z,https://github.com/sherlock-audit/2024-03-woofi-swap-judging,,audit_events_long.csv,sherlock-audit,2024-03-woofi-swap-judging,woofi-swap,,1,woofi swap,woofi-swap,woofi-swap
goat-trading,sherlock,,,2024-04-24T21:09:49Z,https://github.com/sherlock-audit/2024-03-goat-trading,,audit_events_long.csv,sherlock-audit,2024-03-goat-trading,goat-trading,,0,goat trading,,
goat-trading,sherlock,,,2024-04-25T22:45:46Z,https://github.com/sherlock-audit/2024-03-goat-trading-judging,,audit_events_long.csv,sherlock-audit,2024-03-goat-trading-judging,goat-trading,,0,goat trading,,
zap-protocol,sherlock,,,2024-03-14T15:00:05Z,https://github.com/sherlock-audit/2024-03-zap-protocol,,audit_events_long.csv,sherlock-audit,2024-03-zap-protocol,zap-protocol,,0,zap protocol,,
zap-protocol,sherlock,,,2024-05-15T12:48:50Z,https://github.com/sherlock-audit/2024-03-zap-protocol-judging,,audit_events_long.csv,sherlock-audit,2024-03-zap-protocol-judging,zap-protocol,,0,zap protocol,,
vvv-vesting-staking,sherlock,,,2024-03-25T15:00:06Z,https://github.com/sherlock-audit/2024-03-vvv-vesting-staking,,audit_events_long.csv,sherlock-audit,2024-03-vvv-vesting-staking,vvv-vesting-staking,,1,vvv vesting staking,stakin,stakin
vvv-vesting-staking,sherlock,,,2024-05-08T12:41:31Z,https://github.com/sherlock-audit/2024-03-vvv-vesting-staking-judging,,audit_events_long.csv,sherlock-audit,2024-03-vvv-vesting-staking-judging,vvv-vesting-staking,,1,vvv vesting staking,stakin,stakin
wagmileverage-v2,sherlock,,,2024-03-18T15:00:10Z,https://github.com/sherlock-audit/2024-03-wagmileverage-v2,,audit_events_long.csv,sherlock-audit,2024-03-wagmileverage-v2,wagmileverage-v2,,1,wagmileverage v2,wagmi,wagmi
wagmileverage-v2,sherlock,,,2024-04-02T17:33:15Z,https://github.com/sherlock-audit/2024-03-wagmileverage-v2-judging,,audit_events_long.csv,sherlock-audit,2024-03-wagmileverage-v2-judging,wagmileverage-v2,,1,wagmileverage v2,wagmi,wagmi
axis-finance,sherlock,,,2024-03-18T16:00:50Z,https://github.com/sherlock-audit/2024-03-axis-finance,,audit_events_long.csv,sherlock-audit,2024-03-axis-finance,axis-finance,,1,axis finance,fin,fin
axis-finance,sherlock,,,2024-04-24T15:35:33Z,https://github.com/sherlock-audit/2024-03-axis-finance-judging,,audit_events_long.csv,sherlock-audit,2024-03-axis-finance-judging,axis-finance,,1,axis finance,fin,fin
zivoe,sherlock,,,2024-04-08T15:00:06Z,https://github.com/sherlock-audit/2024-03-zivoe,,audit_events_long.csv,sherlock-audit,2024-03-zivoe,zivoe,,1,zivoe,zivoe,zivoe
zivoe,sherlock,,,2024-06-06T09:47:37Z,https://github.com/sherlock-audit/2024-03-zivoe-judging,,audit_events_long.csv,sherlock-audit,2024-03-zivoe-judging,zivoe,,1,zivoe,zivoe,zivoe
flat-money-fix-review,sherlock,,,2024-06-07T13:10:38Z,https://github.com/sherlock-audit/2024-03-flat-money-fix-review-contest,,audit_events_long.csv,sherlock-audit,2024-03-flat-money-fix-review-contest,flat-money-fix-review,,0,flat money fix review,,
flat-money-fix-review-contest,sherlock,,,2024-05-13T10:25:19Z,https://github.com/sherlock-audit/2024-03-flat-money-fix-review-contest-judging,,audit_events_long.csv,sherlock-audit,2024-03-flat-money-fix-review-contest-judging,flat-money-fix-review-contest,,0,flat money fix review,,
alchemix,sherlock,,,2024-05-27T07:15:10Z,https://github.com/sherlock-audit/2024-04-alchemix,,audit_events_long.csv,sherlock-audit,2024-04-alchemix,alchemix,,1,alchemix,alchemix,alchemix
alchemix,sherlock,,,2024-06-05T15:09:25Z,https://github.com/sherlock-audit/2024-04-alchemix-judging,,audit_events_long.csv,sherlock-audit,2024-04-alchemix-judging,alchemix,,1,alchemix,alchemix,alchemix
interest-rate-model,sherlock,,,2024-04-22T16:00:06Z,https://github.com/sherlock-audit/2024-04-interest-rate-model,,audit_events_long.csv,sherlock-audit,2024-04-interest-rate-model,interest-rate-model,,0,interest rate model,,
interest-rate-model,sherlock,,,2024-06-07T17:20:43Z,https://github.com/sherlock-audit/2024-04-interest-rate-model-judging,,audit_events_long.csv,sherlock-audit,2024-04-interest-rate-model-judging,interest-rate-model,,0,interest rate model,,
xkeeper,sherlock,,,2024-04-10T17:23:09Z,https://github.com/sherlock-audit/2024-04-xkeeper,,audit_events_long.csv,sherlock-audit,2024-04-xkeeper,xkeeper,,1,xkeeper,x,x
xkeeper,sherlock,,,2024-06-10T11:32:27Z,https://github.com/sherlock-audit/2024-04-xkeeper-judging,,audit_events_long.csv,sherlock-audit,2024-04-xkeeper-judging,xkeeper,,1,xkeeper,x,x
arcadia-pricing-module,sherlock,,,2024-04-22T15:00:09Z,https://github.com/sherlock-audit/2024-04-arcadia-pricing-module,,audit_events_long.csv,sherlock-audit,2024-04-arcadia-pricing-module,arcadia-pricing-module,,0,arcadia pricing module,,
arcadia-pricing-module,sherlock,,,2024-05-14T13:02:26Z,https://github.com/sherlock-audit/2024-04-arcadia-pricing-module-judging,,audit_events_long.csv,sherlock-audit,2024-04-arcadia-pricing-module-judging,arcadia-pricing-module,,0,arcadia pricing module,,
titles,sherlock,,,2024-04-25T08:00:38Z,https://github.com/sherlock-audit/2024-04-titles,,audit_events_long.csv,sherlock-audit,2024-04-titles,titles,,0,titles,,
titles,sherlock,,,2024-06-01T00:16:27Z,https://github.com/sherlock-audit/2024-04-titles-judging,,audit_events_long.csv,sherlock-audit,2024-04-titles-judging,titles,,0,titles,,
teller-finance,sherlock,,,2024-06-27T08:17:16Z,https://github.com/sherlock-audit/2024-04-teller-finance,,audit_events_long.csv,sherlock-audit,2024-04-teller-finance,teller-finance,,1,teller finance,teller,teller
teller-finance,sherlock,,,2024-06-27T09:55:58Z,https://github.com/sherlock-audit/2024-04-teller-finance-judging,,audit_events_long.csv,sherlock-audit,2024-04-teller-finance-judging,teller-finance,,1,teller finance,teller,teller
kwenta-x-perennial-integration-update,sherlock,,,2024-05-09T15:00:06Z,https://github.com/sherlock-audit/2024-05-kwenta-x-perennial-integration-update,,audit_events_long.csv,sherlock-audit,2024-05-kwenta-x-perennial-integration-update,kwenta-x-perennial-integration-update,,1,kwenta x perennial integration update,kwenta,kwenta
kwenta-x-perennial-integration-update,sherlock,,,2024-05-30T12:33:54Z,https://github.com/sherlock-audit/2024-05-kwenta-x-perennial-integration-update-judging,,audit_events_long.csv,sherlock-audit,2024-05-kwenta-x-perennial-integration-update-judging,kwenta-x-perennial-integration-update,,1,kwenta x perennial integration update,kwenta,kwenta
beefy-cowcentrated-liquidity-manager,sherlock,,,2024-05-23T15:00:07Z,https://github.com/sherlock-audit/2024-05-beefy-cowcentrated-liquidity-manager,,audit_events_long.csv,sherlock-audit,2024-05-beefy-cowcentrated-liquidity-manager,beefy-cowcentrated-liquidity-manager,,1,beefy cowcentrated liquidity manager,beefy,beefy
beefy-cowcentrated-liquidity-manager,sherlock,,,2024-07-02T22:24:13Z,https://github.com/sherlock-audit/2024-05-beefy-cowcentrated-liquidity-manager-judging,,audit_events_long.csv,sherlock-audit,2024-05-beefy-cowcentrated-liquidity-manager-judging,beefy-cowcentrated-liquidity-manager,,1,beefy cowcentrated liquidity manager,beefy,beefy
elfi-protocol,sherlock,,,2024-07-23T09:55:09Z,https://github.com/sherlock-audit/2024-05-elfi-protocol,,audit_events_long.csv,sherlock-audit,2024-05-elfi-protocol,elfi-protocol,,1,elfi protocol,elfi-protocol,elfi-protocol
elfi-protocol,sherlock,,,2024-07-25T11:31:24Z,https://github.com/sherlock-audit/2024-05-elfi-protocol-judging,,audit_events_long.csv,sherlock-audit,2024-05-elfi-protocol-judging,elfi-protocol,,1,elfi protocol,elfi-protocol,elfi-protocol
tokensoft-distributor-contracts-update,sherlock,,,2024-05-31T15:00:08Z,https://github.com/sherlock-audit/2024-05-tokensoft-distributor-contracts-update,,audit_events_long.csv,sherlock-audit,2024-05-tokensoft-distributor-contracts-update,tokensoft-distributor-contracts-update,,0,tokensoft distributor contracts update,,
tokensoft-distributor-contracts-update,sherlock,,,2024-08-01T13:21:06Z,https://github.com/sherlock-audit/2024-05-tokensoft-distributor-contracts-update-judging,,audit_events_long.csv,sherlock-audit,2024-05-tokensoft-distributor-contracts-update-judging,tokensoft-distributor-contracts-update,,0,tokensoft distributor contracts update,,
pooltogether,sherlock,,,2024-05-16T16:56:57Z,https://github.com/sherlock-audit/2024-05-pooltogether,,audit_events_long.csv,sherlock-audit,2024-05-pooltogether,pooltogether,,1,pooltogether,pooltogether-v5,pooltogether-v5
pooltogether,sherlock,,,2024-07-15T13:09:58Z,https://github.com/sherlock-audit/2024-05-pooltogether-judging,,audit_events_long.csv,sherlock-audit,2024-05-pooltogether-judging,pooltogether,,1,pooltogether,pooltogether-v5,pooltogether-v5
napier-update,sherlock,,,2024-05-13T15:32:49Z,https://github.com/sherlock-audit/2024-05-napier-update,,audit_events_long.csv,sherlock-audit,2024-05-napier-update,napier-update,,1,napier update,napier,napier
napier-update,sherlock,,,2024-06-04T14:51:26Z,https://github.com/sherlock-audit/2024-05-napier-update-judging,,audit_events_long.csv,sherlock-audit,2024-05-napier-update-judging,napier-update,,1,napier update,napier,napier
gamma-staking,sherlock,,,2024-06-12T08:00:39Z,https://github.com/sherlock-audit/2024-05-gamma-staking,,audit_events_long.csv,sherlock-audit,2024-05-gamma-staking,gamma-staking,,1,gamma staking,stakin,stakin
gamma-staking,sherlock,,,2024-06-14T18:04:11Z,https://github.com/sherlock-audit/2024-05-gamma-staking-judging,,audit_events_long.csv,sherlock-audit,2024-05-gamma-staking-judging,gamma-staking,,1,gamma staking,stakin,stakin
sophon,sherlock,,,2024-06-10T11:10:00Z,https://github.com/sherlock-audit/2024-05-sophon,,audit_events_long.csv,sherlock-audit,2024-05-sophon,sophon,,1,sophon,sophon-farm,sophon-farm
sophon,sherlock,,,2024-06-17T11:48:05Z,https://github.com/sherlock-audit/2024-05-sophon-judging,,audit_events_long.csv,sherlock-audit,2024-05-sophon-judging,sophon,,1,sophon,sophon-farm,sophon-farm
andromeda-ado,sherlock,,,2024-09-24T16:10:02Z,https://github.com/sherlock-audit/2024-05-andromeda-ado,,audit_events_long.csv,sherlock-audit,2024-05-andromeda-ado,andromeda-ado,,0,andromeda ado,,
andromeda-ado,sherlock,,,2024-10-09T15:48:10Z,https://github.com/sherlock-audit/2024-05-andromeda-ado-judging,,audit_events_long.csv,sherlock-audit,2024-05-andromeda-ado-judging,andromeda-ado,,0,andromeda ado,,
midas,sherlock,,,2024-06-20T17:21:43Z,https://github.com/sherlock-audit/2024-05-midas,,audit_events_long.csv,sherlock-audit,2024-05-midas,midas,,1,midas,midas-capital,midas-capital
midas,sherlock,,,2024-06-21T11:58:11Z,https://github.com/sherlock-audit/2024-05-midas-judging,,audit_events_long.csv,sherlock-audit,2024-05-midas-judging,midas,,1,midas,midas-capital,midas-capital
aleo,sherlock,,,2024-06-10T17:48:59Z,https://github.com/sherlock-audit/2024-05-aleo,,audit_events_long.csv,sherlock-audit,2024-05-aleo,aleo,,0,aleo,,
aleo,sherlock,,,2024-09-20T18:04:03Z,https://github.com/sherlock-audit/2024-05-aleo-judging,,audit_events_long.csv,sherlock-audit,2024-05-aleo-judging,aleo,,0,aleo,,
mellow,sherlock,,,2024-07-26T14:21:37Z,https://github.com/sherlock-audit/2024-06-mellow,,audit_events_long.csv,sherlock-audit,2024-06-mellow,mellow,,1,mellow,mellow,mellow
mellow,sherlock,,,2024-07-31T14:12:15Z,https://github.com/sherlock-audit/2024-06-mellow-judging,,audit_events_long.csv,sherlock-audit,2024-06-mellow-judging,mellow,,1,mellow,mellow,mellow
symmetrical-update-2,sherlock,,,2024-06-17T15:00:09Z,https://github.com/sherlock-audit/2024-06-symmetrical-update-2,,audit_events_long.csv,sherlock-audit,2024-06-symmetrical-update-2,symmetrical-update-2,,1,symmetrical update 2,symmetric,symmetric
symmetrical-update-2,sherlock,,,2024-07-05T15:23:04Z,https://github.com/sherlock-audit/2024-06-symmetrical-update-2-judging,,audit_events_long.csv,sherlock-audit,2024-06-symmetrical-update-2-judging,symmetrical-update-2,,1,symmetrical update 2,symmetric,symmetric
union-finance-update-2,sherlock,,,2024-08-31T06:10:36Z,https://github.com/sherlock-audit/2024-06-union-finance-update-2,,audit_events_long.csv,sherlock-audit,2024-06-union-finance-update-2,union-finance-update-2,,1,union finance update 2,fin,fin
union-finance-update-2,sherlock,,,2024-09-17T14:42:57Z,https://github.com/sherlock-audit/2024-06-union-finance-update-2-judging,,audit_events_long.csv,sherlock-audit,2024-06-union-finance-update-2-judging,union-finance-update-2,,1,union finance update 2,fin,fin
leveraged-vaults,sherlock,,,2024-09-05T11:42:12Z,https://github.com/sherlock-audit/2024-06-leveraged-vaults,,audit_events_long.csv,sherlock-audit,2024-06-leveraged-vaults,leveraged-vaults,,0,leveraged vaults,,
leveraged-vaults,sherlock,,,2024-09-06T18:56:42Z,https://github.com/sherlock-audit/2024-06-leveraged-vaults-judging,,audit_events_long.csv,sherlock-audit,2024-06-leveraged-vaults-judging,leveraged-vaults,,0,leveraged vaults,,
boost-aa-wallet,sherlock,,,2024-11-14T12:41:11Z,https://github.com/sherlock-audit/2024-06-boost-aa-wallet,,audit_events_long.csv,sherlock-audit,2024-06-boost-aa-wallet,boost-aa-wallet,,0,boost aa wallet,,
boost-aa-wallet,sherlock,,,2024-11-15T11:35:34Z,https://github.com/sherlock-audit/2024-06-boost-aa-wallet-judging,,audit_events_long.csv,sherlock-audit,2024-06-boost-aa-wallet-judging,boost-aa-wallet,,0,boost aa wallet,,
allora,sherlock,,,2024-06-28T15:00:05Z,https://github.com/sherlock-audit/2024-06-allora,,audit_events_long.csv,sherlock-audit,2024-06-allora,allora,,1,allora,allora-network,allora-network
allora,sherlock,,,2024-12-03T19:56:31Z,https://github.com/sherlock-audit/2024-06-allora-judging,,audit_events_long.csv,sherlock-audit,2024-06-allora-judging,allora,,1,allora,allora-network,allora-network
makerdao-endgame,sherlock,,,2024-07-08T15:00:07Z,https://github.com/sherlock-audit/2024-06-makerdao-endgame,,audit_events_long.csv,sherlock-audit,2024-06-makerdao-endgame,makerdao-endgame,,0,makerdao endgame,,
makerdao-endgame,sherlock,,,2024-09-18T16:31:33Z,https://github.com/sherlock-audit/2024-06-makerdao-endgame-judging,,audit_events_long.csv,sherlock-audit,2024-06-makerdao-endgame-judging,makerdao-endgame,,0,makerdao endgame,,
new-scope,sherlock,,,2024-08-29T17:32:46Z,https://github.com/sherlock-audit/2024-06-new-scope,,audit_events_long.csv,sherlock-audit,2024-06-new-scope,new-scope,,0,new scope,,
new-scope,sherlock,,,2024-12-03T13:50:38Z,https://github.com/sherlock-audit/2024-06-new-scope-judging,,audit_events_long.csv,sherlock-audit,2024-06-new-scope-judging,new-scope,,0,new scope,,
magicsea,sherlock,,,2024-08-30T09:15:49Z,https://github.com/sherlock-audit/2024-06-magicsea,,audit_events_long.csv,sherlock-audit,2024-06-magicsea,magicsea,,1,magicsea,magicsea-lb,magicsea-lb
velocimeter,sherlock,,,2024-09-02T11:42:05Z,https://github.com/sherlock-audit/2024-06-velocimeter,,audit_events_long.csv,sherlock-audit,2024-06-velocimeter,velocimeter,,1,velocimeter,velocimeter-v4,velocimeter-v4
velocimeter,sherlock,,,2024-09-03T11:22:07Z,https://github.com/sherlock-audit/2024-06-velocimeter-judging,,audit_events_long.csv,sherlock-audit,2024-06-velocimeter-judging,velocimeter,,1,velocimeter,velocimeter-v4,velocimeter-v4
magicsea,sherlock,,,2024-08-30T11:47:12Z,https://github.com/sherlock-audit/2024-06-magicsea-judging,,audit_events_long.csv,sherlock-audit,2024-06-magicsea-judging,magicsea,,1,magicsea,magicsea-lb,magicsea-lb
exactly-stacking-contracts,sherlock,,,2024-08-22T21:04:18Z,https://github.com/sherlock-audit/2024-07-exactly-stacking-contracts,,audit_events_long.csv,sherlock-audit,2024-07-exactly-stacking-contracts,exactly-stacking-contracts,,1,exactly stacking contracts,exactly,exactly
exactly-stacking-contracts,sherlock,,,2024-08-26T20:06:39Z,https://github.com/sherlock-audit/2024-07-exactly-stacking-contracts-judging,,audit_events_long.csv,sherlock-audit,2024-07-exactly-stacking-contracts-judging,exactly-stacking-contracts,,1,exactly stacking contracts,exactly,exactly
kwenta-staking-contracts,sherlock,,,2024-08-20T12:43:31Z,https://github.com/sherlock-audit/2024-07-kwenta-staking-contracts,,audit_events_long.csv,sherlock-audit,2024-07-kwenta-staking-contracts,kwenta-staking-contracts,,1,kwenta staking contracts,stakin,stakin
kwenta-staking-contracts,sherlock,,,2024-08-23T12:16:09Z,https://github.com/sherlock-audit/2024-07-kwenta-staking-contracts-judging,,audit_events_long.csv,sherlock-audit,2024-07-kwenta-staking-contracts-judging,kwenta-staking-contracts,,1,kwenta staking contracts,stakin,stakin
