match_key,protocol_id,protocol_slug_final
arbitrum:0x004a733aa20ea2caddba6af62bb56aa96dce4922,parent#unmapped,unmapped
arbitrum:0x01a3c8e513b758ebb011f7afaf6c37616c9c24d9,parent#unmapped,unmapped
arbitrum:0x01b6407adf740d135ddf1ebdd1529407845773f3,parent#unmapped,unmapped
arbitrum:0x01d3e7271c278aa3aa56eeba6a109b2c200679fa,parent#unmapped,unmapped
arbitrum:0x029a4a97e892e7270d9b3b90bfef95599bc6bfd6,parent#unmapped,unmapped
arbitrum:0x02c282f60fb2f3299458c2b85eb7e303b25fc6f0,parent#unmapped,unmapped
arbitrum:0x02d0123a89ae6ef27419d5ebb158d1ed4cf24fa3,parent#unmapped,unmapped
arbitrum:0x03ff2d78afb69e0859ec6beb4cf107d3741e97ab,parent#unmapped,unmapped
arbitrum:0x04901268ee65e989852370c0bad08e1514a0c484,parent#davos-protocol,davos-protocol
arbitrum:0x04ec26b47e48f60740c803ba93b1a6c9e83cafaa,parent#unmapped,unmapped
arbitrum:0x057153eb8ad87bd483ff9ec4e411b8c3bce90ff0,parent#unmapped,unmapped
arbitrum:0x0635b76fc26c1d65bb2d761ee2fc4652e8bf5ca8,parent#unmapped,unmapped
arbitrum:0x0711c9f411ffc4fe331256e83ee8c910a997a16a,parent#unmapped,unmapped
arbitrum:0x0776c06907ce6ff3d9dbf84ba9b3422d7225942d,parent#penpie,penpie
arbitrum:0x07adf588508b923b8ea0389d27b61b9cb8a197cb,parent#defi.money,defi.money
arbitrum:0x07d49375a3213ef25aaa47c97a2d23a754bb8f8a,parent#unmapped,unmapped
arbitrum:0x088cd8f5ef3652623c22d48b1605dcfe860cd704,parent#vela-exchange,vela-exchange
arbitrum:0x09090e22118b375f2c7b95420c04414e4bf68e1a,parent#unmapped,unmapped
arbitrum:0x097b15dc3bcfa7d08ea246c09b6a9a778e5b007b,parent#unmapped,unmapped
arbitrum:0x0b619438d1e8b8c205656502de59af2af71c43e0,parent#unmapped,unmapped
arbitrum:0x0bac1a3d569c16d8ad9d3ab37f61daf18dcff781,parent#airpuff,airpuff
arbitrum:0x0bd623e8150918b4252a1df407b914250ace4cc6,parent#seneca,seneca
arbitrum:0x0d189fd8d46e43b2f13390de95d4f8e185eb3914,parent#unmapped,unmapped
arbitrum:0x0ddce00654f968ded59a444da809f2b234047ab1,parent#empyreal,empyreal
arbitrum:0x0e4dbc3f201f33876ec7b53495076eca0fc26821,parent#unmapped,unmapped
arbitrum:0x0eb5b03c0303f2f47cd81d7be4275af8ed347576,parent#unmapped,unmapped
arbitrum:0x0f6f73c7ecce4fb9861e25dabde79cba112550b3,parent#cropper-amm,cropper-amm
arbitrum:0x0f96d8c1277bd75a251238af952a7a99db1320e3,parent#unmapped,unmapped
arbitrum:0x0fa29eeb169cde6c779326d7b16c54529eca1dd5,parent#unmapped,unmapped
arbitrum:0x0fae768ef2191fdfcb2c698f691c49035a53ef0f,parent#unmapped,unmapped
arbitrum:0x10010078a54396f62c96df8532dc2b4847d47ed3,parent#tarot,tarot
arbitrum:0x100ec08129e0fd59959df93a8b914944a3bbd5df,parent#unmapped,unmapped
arbitrum:0x1054e9d9091dc55a1738f9c8fc0c79e59e222804,parent#unmapped,unmapped
arbitrum:0x1058afe66bb5b79c295ccce51016586949bc4e8d,parent#cap,cap
arbitrum:0x12d773bb0c679d4dfbaf700086dc5e399656f892,parent#unmapped,unmapped
arbitrum:0x1382ecdf09507ba87022c79312dfafb2a5063d73,parent#arbicheems,arbicheems
arbitrum:0x15084e92785027d4d4918cabfa11281fc15bf9ac,parent#unmapped,unmapped
arbitrum:0x160ca569999601bca06109d42d561d85d6bb4b57,parent#unmapped,unmapped
arbitrum:0x1622bf67e6e5747b81866fe0b85178a93c7f86e3,parent#crvusd,crvusd
arbitrum:0x164731cd270daa4a94bc70761e53320e48367b8b,parent#unmapped,unmapped
arbitrum:0x1704a75bc723a018d176dc603b0d1a361040df16,parent#unmapped,unmapped
arbitrum:0x173817f33f1c09bcb0df436c2f327b9504d6e067,parent#unmapped,unmapped
arbitrum:0x178412e79c25968a32e89b11f63b33f733770c2a,parent#primex-finance,primex-finance
arbitrum:0x1785e8491e7e9d771b2a6e9e389c25265f06326a,parent#unmapped,unmapped
arbitrum:0x17933112e9780abd0f27f2b7d9dda9e840d43159,parent#wepiggy,wepiggy
arbitrum:0x17fc002b466eec40dae837fc4be5c67993ddbd6f,parent#sentiment,sentiment
arbitrum:0x18ac4eb45e3ee74bded0b97e0d08f2a3ca992f7e,parent#unmapped,unmapped
arbitrum:0x1a3c9b1d2f0529d97f2afc5136cc23e58f1fd35b,parent#unmapped,unmapped
arbitrum:0x1a5b0aaf478bf1fda7b934c76e7692d722982a6d,parent#unmapped,unmapped
arbitrum:0x1a6b3a62391eccaaa992ade44cd4afe6bec8cff1,parent#unmapped,unmapped
arbitrum:0x1b35727072435bb97fbe8cc378eb6973c98faab3,parent#unmapped,unmapped
arbitrum:0x1b896893dfc86bb67cf57767298b9073d2c1ba2c,parent#unmapped,unmapped
arbitrum:0x1c6e968f2e6c9dec61db874e28589fd5ce3e1f2c,parent#impermax-v2,impermax-v2
arbitrum:0x1cc05b01f2e52ae3bb29f7a0059fe112c60aa3f4,parent#unmapped,unmapped
arbitrum:0x1ccf20f4ee3efd291267c07268becbfdfd192311,parent#unmapped,unmapped
arbitrum:0x1d9b044393804ccfa2da3127470c9f65d4e0e5e6,parent#logx-v2,logx-v2
arbitrum:0x1e34a77868e19a6647b1f2f47b51ed72dede95dd,parent#tornadao,tornadao
arbitrum:0x1e6a358a1721e0d2b84f39fd328fc03a1b6e863b,parent#unmapped,unmapped
arbitrum:0x1f52145666c862ed3e2f1da213d479e61b2892af,parent#unmapped,unmapped
arbitrum:0x207472891af32f5636c35d9ca8e17464df7108bb,parent#unmapped,unmapped
arbitrum:0x20a5c32ee19bcdb2635455859e64ba5a1d1acab2,parent#unmapped,unmapped
arbitrum:0x2117e6449b3c50b70705bf1566383b1a94bd5192,parent#unmapped,unmapped
arbitrum:0x231a584095dbfb73a0201d6573260bc646566c98,parent#unmapped,unmapped
arbitrum:0x2395e53b250f091f38858ca9e75398181d45682b,parent#neuron,neuron
arbitrum:0x25b9f82d1f1549f97b86bd0873738e30f23d15ea,parent#unmapped,unmapped
arbitrum:0x25ef108b328cf752f0e0b0169d499db164173763,parent#unmapped,unmapped
arbitrum:0x25f5967b0fb3182d7fcacef3b53e1b2517a31daf,parent#unmapped,unmapped
arbitrum:0x275720567e5955f5f2d53a7a1ab8a0fc643de50e,parent#unmapped,unmapped
arbitrum:0x27788f93eebb53728b887f13c16ada286e1b6e92,parent#unmapped,unmapped
arbitrum:0x27d8de4c30ffde34e982482ae504fc7f23061f61,parent#mymetatrader,mymetatrader
arbitrum:0x27f0408729dcc6a4672e1062f5003d2a07e4e10d,parent#unmapped,unmapped
arbitrum:0x2821198a42a88148cd0250433548b38e40981d82,parent#unmapped,unmapped
arbitrum:0x283c41b726634fbd6b72aa22741b202db7e56aac,parent#unmapped,unmapped
arbitrum:0x28fda5fb2ac9436bc4bb8bedafee25a550956de6,parent#unmapped,unmapped
arbitrum:0x296a0b8847bd4ed9af71a9ef238fa5be0778b611,parent#unmapped,unmapped
arbitrum:0x29da4ff649d39510f633cd804b860858c333e5ad,parent#unmapped,unmapped
arbitrum:0x2b3554d6810fa2cec563b0bc731abac60a717f3b,parent#amy-finance,amy-finance
arbitrum:0x2b8e28667a29a5ab698b82e121f2b9edd9271e93,parent#unmapped,unmapped
arbitrum:0x2bcc6d6cdbbdc0a4071e48bb3b969b06b3330c07,parent#vaultka,vaultka
arbitrum:0x2c41fb81cfc64cd1373058f2a13289819641d223,parent#unmapped,unmapped
arbitrum:0x2c5058325373d02dfd6c08e48d91fcaf8fd49f45,parent#kaoyaswap,kaoyaswap
arbitrum:0x2cab3abfc1670d1a452df502e216a66883cdf079,parent#unmapped,unmapped
arbitrum:0x2ccf21e5912e9ecccb0ecdee9744e5c507cf88ae,parent#unmapped,unmapped
arbitrum:0x2dafe4dd7c661c2ceaf967d51206f5130aa32782,parent#unmapped,unmapped
arbitrum:0x2df1c51e09aecf9cacb7bc98cb1742757f163df7,parent#unmapped,unmapped
arbitrum:0x2e2071180682ce6c247b1ef93d382d509f5f6a17,parent#unmapped,unmapped
arbitrum:0x2e80259c9071b6176205ff5f5eb6f7ec8361b93f,parent#unmapped,unmapped
arbitrum:0x2f9805038114b9ddcf99316a5b4db2ec820322d3,parent#unmapped,unmapped
arbitrum:0x30acd3e86f42fcc87c6fb9873058d8d7133785d4,parent#davos-protocol,davos-protocol
arbitrum:0x31c91d8fb96bff40955dd2dbc909b36e8b104dde,parent#unmapped,unmapped
arbitrum:0x32e5594f14de658b0d577d6560fa0d9c6f1aa724,parent#unmapped,unmapped
arbitrum:0x32eb7902d4134bf98a28b963d26de779af92a212,parent#aura,aura
arbitrum:0x330bdfade01ee9bf63c209ee33102dd334618e0a,parent#tornadao,tornadao
arbitrum:0x3338b85fb1607c519962571b67061e02408475bb,parent#unmapped,unmapped
arbitrum:0x34b5870c0431158e11c68b770127fbd2ce953f7a,parent#unmapped,unmapped
arbitrum:0x360e50b2af3af585cf9a14021bd55bbeaa6e603b,parent#unmapped,unmapped
arbitrum:0x3647c54c4c2c65bc7a2d63c0da2809b399dbbdc0,parent#airpuff,airpuff
arbitrum:0x36800286f652ddc9bdcffedc4e71fdd207c1d07c,parent#unmapped,unmapped
arbitrum:0x368f6d735f3fc8aa0568d2b7ab275cb828b79709,parent#empyreal,empyreal
arbitrum:0x37cdbe3063002383b2018240bdafe05127d36c3c,parent#unmapped,unmapped
arbitrum:0x381f8482ee0a12202f2a3735370859f5709b12d2,parent#amy-finance,amy-finance
arbitrum:0x394fdec30250a38869bcb425f96080ed6c1b756a,parent#davos-protocol,davos-protocol
arbitrum:0x3a93fcccd2769579efe03d6def2c4468f5f0bd38,parent#unmapped,unmapped
arbitrum:0x3af692a5ab2da34f742686bd4a77b5e609ee9ec6,parent#tribe3,tribe3
arbitrum:0x3b60ff35d3f7f62d636b067dd0dc0dfdad670e4e,parent#unmapped,unmapped
arbitrum:0x3dc57204f2230c8d972653db0205199eb2bd7f38,parent#unmapped,unmapped
arbitrum:0x3e41e099ebb943e0adacf63e5523b7cd9e36c510,parent#unmapped,unmapped
arbitrum:0x3e4ffeb394b371aaaa0998488046ca19d870d9ba,parent#unmapped,unmapped
arbitrum:0x3e57e261f1420f11688783534dd4a462a6b63bbc,parent#unmapped,unmapped
arbitrum:0x3f56e0c36d275367b8c502090edf38289b3dea0d,parent#unmapped,unmapped
arbitrum:0x400ebc22c31bedcdab38a6b27963912df71840ed,parent#unmapped,unmapped
arbitrum:0x4277f8f2c384827b5273592ff7cebd9f2c1ac258,parent#gmx-v1-perps,gmx-v1-perps
arbitrum:0x427a733bd14a949ea771a558f6934bb0004c0c4e,parent#unmapped,unmapped
arbitrum:0x43d92690d302c0e9f2fbd624eb9589f52b5ad115,parent#unmapped,unmapped
arbitrum:0x44b678f32a2f6abb72eefa2df58f12d17c3ed403,parent#unmapped,unmapped
arbitrum:0x4577b1417bdd10bf1bbfc8cf29180f592b0c3190,parent#unmapped,unmapped
arbitrum:0x45acd6af27b2506ad68c0fea9f597d6ee6818722,parent#unmapped,unmapped
arbitrum:0x45bec5bb0ee87181a7aa20402c66a6dc4a923758,parent#vaultka,vaultka
arbitrum:0x4606f6494d8e6288bcd4ffcf69255d5847259908,parent#ethosx,ethosx
arbitrum:0x466f4380327cd948572ae0c98f2e04930ce05767,parent#arbitrum-exchange-v3,arbitrum-exchange-v3
arbitrum:0x46d6dee922f1d2c6421895ba182120c784d986d3,parent#unmapped,unmapped
arbitrum:0x4700bd9cc7232f243945b4a55834ab84563e4e9d,parent#unmapped,unmapped
arbitrum:0x47a156668f1ecc659efbbf4910508ace1b46a49b,parent#kaoyaswap,kaoyaswap
arbitrum:0x482729215aaf99b3199e41125865821ed5a4978a,parent#unmapped,unmapped
arbitrum:0x489732e4d028e500c327f1424931d428ba695df6,parent#arbitrum-exchange-v3,arbitrum-exchange-v3
arbitrum:0x489ee077994b6658eafa855c308275ead8097c4a,parent#unmapped,unmapped
arbitrum:0x48c81451d1fddeca84b47ff86f91708fa5c32e93,parent#unmapped,unmapped
arbitrum:0x4938d2016e7446a24b07635611bd34289df42ecb,parent#unmapped,unmapped
arbitrum:0x4a3720a09a90a82170779c972832ed04542deeac,parent#unmapped,unmapped
arbitrum:0x4d338bc1a2380752736718f49bd45d9a040fdff8,parent#unmapped,unmapped
arbitrum:0x4d377340a2875b875e1c104b9905f74fd716f59e,parent#blex,blex
arbitrum:0x4e352cf164e64adcbad318c3a1e222e9eba4ce42,parent#factor-v2,factor-v2
arbitrum:0x4e5645bee4ed80c6fee04dcc15d14a3ac956748a,parent#unmapped,unmapped
arbitrum:0x4e6482b05d13085f1c4a7e2ef612ba43104f71b9,parent#unmapped,unmapped
arbitrum:0x4e908f706f8935f10c101ea3d7b2defc78df284e,parent#ideamarket,ideamarket
arbitrum:0x4f54cab19b61138e3c622a0bd671c687481ec030,parent#unmapped,unmapped
arbitrum:0x503a14768e23456620fb3cb61e37a36a2736cbd0,parent#surge,surge
arbitrum:0x51568924623e66110fffac620e948cad8555ea98,parent#unmapped,unmapped
arbitrum:0x5190f06eacefa2c552dc6bd5e763b81c73293293,parent#unmapped,unmapped
arbitrum:0x521a8ca3baf3d7677ddcc091ed91d969d4afcff8,parent#airpuff,airpuff
arbitrum:0x52444aa321dfd7b24aa263af6f7dcc26565f3629,parent#amy-finance,amy-finance
arbitrum:0x529f94bcd37896b6a38452497c62b2f0a8217517,parent#airpuff,airpuff
arbitrum:0x52b5471d04487fb85b39e3ae47307f115fe8733f,parent#unmapped,unmapped
arbitrum:0x535ec56479892d9c02fe2bb86cebf7ed62e81131,parent#gnd-protocol,gnd-protocol
arbitrum:0x54c14fa76eed09897f09d06580b3add70793cf19,parent#blex,blex
arbitrum:0x5517c5f22177bcf7b320a2a5daf2334344efb38c,parent#unmapped,unmapped
arbitrum:0x55853edc67aa68ec2e3903ac00f2bc5bf2ca8db0,parent#unmapped,unmapped
arbitrum:0x561920028545985c60fb93d48717ff0070cb4e74,parent#unmapped,unmapped
arbitrum:0x561d2d58bdad7a723a2cf71e8909a409dc2112ec,parent#unmapped,unmapped
arbitrum:0x56b251d4b493ee3956e3f899d36b7290902d2326,parent#unmapped,unmapped
arbitrum:0x5be4fb908a43d61b1c8086fe62e39ae8ec483926,parent#unmapped,unmapped
arbitrum:0x5becbad9784e1b370ae34a154084f3e7a52f6cee,parent#envelop,envelop
arbitrum:0x5c35d4bcf0827a22370915e75c387ec470338c10,parent#unmapped,unmapped
arbitrum:0x5c6cba80e5fa3c8d9fd53f17d6f5a7a2edb5fc8c,parent#seneca,seneca
arbitrum:0x5c84cf4d91dc0acde638363ec804792bb2108258,parent#unmapped,unmapped
arbitrum:0x5ca135cb8527d76e932f34b5145575f9d8cbe08e,parent#frax-swap,frax-swap
arbitrum:0x5d8a5599d781cc50a234d73ac94f4da62c001d8b,parent#unmapped,unmapped
arbitrum:0x5e851dc1f56a05bb6d3c053fa756304a5171c345,parent#davos-protocol,davos-protocol
arbitrum:0x5ec477eda75303450a4185b3557c2c2fbb85a9fc,parent#kaoyaswap,kaoyaswap
arbitrum:0x5f49174fdeb42959f3234053b18f5c4ad497cc55,parent#unmapped,unmapped
arbitrum:0x5f6ce0ca13b87bd738519545d3e018e70e339c24,parent#unmapped,unmapped
arbitrum:0x602eb0d99a5e3e76d1510372c4d2020e12eaea8a,parent#unmapped,unmapped
arbitrum:0x60ede4402a34762d608ad9ba7bd3797f5bfe544c,parent#unmapped,unmapped
arbitrum:0x61cec27ba136347dda0aedbe29a9b8219c32ff04,parent#xlsd,xlsd
arbitrum:0x61e807038ae880d964a15a57c8cc74a634bccc26,parent#unmapped,unmapped
arbitrum:0x6295248f578bfa9c057a3e1182bed27121530e7a,parent#airpuff,airpuff
arbitrum:0x62ff5be795262999fc1ebac29277575031d2da2c,parent#unmapped,unmapped
arbitrum:0x63fd0a6acbffb128e7bc7753bfa3b8639a233d50,parent#unmapped,unmapped
arbitrum:0x642db5e65287fcd25885d8fb68478f6e96933648,parent#unmapped,unmapped
arbitrum:0x643178cf8aec063962654cac256fd1f7fe06ac28,parent#unmapped,unmapped
arbitrum:0x64bfb08217b30b70f287a1b7f0670bdd49f8a13f,parent#unmapped,unmapped
arbitrum:0x64f688cacefe6d4809f1a829c1d0286100196be0,parent#cropper-amm,cropper-amm
arbitrum:0x6519a921d0e6f06524eff5df976abc9a3abf36cf,parent#unmapped,unmapped
arbitrum:0x65207da01293c692a37f59d1d9b1624f0f21177c,parent#unmapped,unmapped
arbitrum:0x6532efcc1d617e094957247d188ae6d54093718a,parent#vaultka,vaultka
arbitrum:0x654c908305021b2eaf881cee774ece1d2bcac5fc,parent#unmapped,unmapped
arbitrum:0x65e7c3c88806ff010bb197b2577ccdda9704fa2f,parent#airpuff,airpuff
arbitrum:0x66020547ce3c861dec7632495d86e1b93da6542c,parent#unmapped,unmapped
arbitrum:0x6a894bd1a5476bdc52b709623b8751e244e6e975,parent#arbirise-finance,arbirise-finance
arbitrum:0x6b2a01a5f79deb4c2f3c0eda7b01df456fbd726a,parent#lynx,lynx
arbitrum:0x6b367f9eb22b2e6074e9548689cddaf9224fc0ab,parent#vaultka,vaultka
arbitrum:0x6b614684742717114200dc9f30cbfdcc00fc73ec,parent#unmapped,unmapped
arbitrum:0x6d00f6994f36ec1a3bd008dbbc84dfa46a939001,parent#unmapped,unmapped
arbitrum:0x6dc8ccf1b731e97834002e6ff45e4953bf9602de,parent#unmapped,unmapped
arbitrum:0x6e14f48576265272b6caa3a7cc500a26050be64e,parent#unmapped,unmapped
arbitrum:0x6e59b326984fc132f16a977cd20e38641a9043de,parent#defi.money,defi.money
arbitrum:0x6f889e3fce9b13fe8cefa068a48f4074292e663c,parent#prepo,prepo
arbitrum:0x701e594b58b183b93c1ebae437fbc9a9a3ec97d7,parent#unmapped,unmapped
arbitrum:0x70b8117b3177a7ce42bee021e89625f27e45b98c,parent#unmapped,unmapped
arbitrum:0x70f4f7a85100348fc33f1d8005703c8953bc67fd,parent#unmapped,unmapped
arbitrum:0x71890ac6209fae61e9d66691c47b168b8300a7c5,parent#unmapped,unmapped
arbitrum:0x71d2009460383c970c08b0e37cc8f029bce5bbcd,parent#empyreal,empyreal
arbitrum:0x727e7a24ad4fae30e37c3a23beb08b8f4cf1f375,parent#unmapped,unmapped
arbitrum:0x73c1fb66b4e183bc101b98d4c17431b667d85958,parent#unmapped,unmapped
arbitrum:0x73c36ae64842eaf4d9209de10fda21017b5f0709,parent#unmapped,unmapped
arbitrum:0x74c764d41b77dbbb4fe771dab1939b00b146894a,parent#unmapped,unmapped
arbitrum:0x750129c21c7846cfe0ce2c966d84c0bca5658497,parent#unmapped,unmapped
arbitrum:0x753d224bcf9aafacd81558c32341416df61d3dac,parent#unmapped,unmapped
arbitrum:0x75a2f30929c539e7d4ee033c9331b89f879c0cf7,parent#arbicheems,arbicheems
arbitrum:0x75bca51be93e97ff7d3198506f368b472730265a,parent#arbitrum-exchange-v3,arbitrum-exchange-v3
arbitrum:0x76ba3ec5f5adbf1c58c91e86502232317eea72de,parent#radiant-v2,radiant-v2
arbitrum:0x78055daa07035aa5ebc3e5139c281ce6312e1b22,parent#unmapped,unmapped
arbitrum:0x78fe84c305c8cd7e23186f2740b73915baeadd52,parent#unmapped,unmapped
arbitrum:0x79f12596b78f9e982bdab6e2d83d4bc155672372,parent#arbicheems,arbicheems
arbitrum:0x7b5b4c5e381c7dc116bf9da8ddd1c96a3bd6c1cb,parent#unmapped,unmapped
arbitrum:0x7b5eb3940021ec0e8e463d5dbb4b7b09a89ddf96,parent#wompie,wompie
arbitrum:0x7c8fef8ea9b1fe46a7689bfb8149341c90431d38,parent#unmapped,unmapped
arbitrum:0x7c9a900a82a252d833ebc222421d6e13dcc09269,parent#unmapped,unmapped
arbitrum:0x7f4b135782c4a3b1c78c93f23f2016cb5cd96cc8,parent#unmapped,unmapped
arbitrum:0x7fbdeb84d5966c1c325d8cb2e01593d74c9a41cd,parent#unmapped,unmapped
arbitrum:0x7fca3bf8adc4e143bd789aecda36c0ce34f1d75b,parent#liondex,liondex
arbitrum:0x806e8538fc05774ea83d9428f778e423f6492475,parent#vaultka,vaultka
arbitrum:0x80e674e6277a7e9073a6dff5c98e08816c0d73f5,parent#unmapped,unmapped
arbitrum:0x81fa605235e4c32d8b440eebe43d82e9e083166b,parent#unmapped,unmapped
arbitrum:0x821282748eb5b63155df21c62d6a6699ffcb01cf,parent#unmapped,unmapped
arbitrum:0x82af49447d8a07e3bd95bd0d56f35241523fbab1,parent#gmx-v2-perps,gmx-v2-perps
arbitrum:0x82d015d74670d8645b56c3f453398a3e799ee582,parent#unmapped,unmapped
arbitrum:0x8374a74a728f06bea6b7259c68aa7bbb732bfead,parent#frax-swap,frax-swap
arbitrum:0x83c8a6b6867a3706a99573d39dc65a6805d26770,parent#vaultka,vaultka
arbitrum:0x84443cfd09a48af6ef360c6976c5392ac5023a1f,parent#tornadao,tornadao
arbitrum:0x85146c0c5968d9640121eebd13030c99298f87b3,parent#vaultka,vaultka
arbitrum:0x85c6da933a7451bf2a6d836304b30967f3e76e11,parent#cropper-amm,cropper-amm
arbitrum:0x85c8f4a67f4f9ad7b38e875c8fede7f4c878bfac,parent#unmapped,unmapped
arbitrum:0x85dc0ed956c15cb40580712693033e36385204a3,parent#envelop,envelop
arbitrum:0x86b3353387f560295a8fa7902679735e5f076bd5,parent#unmapped,unmapped
arbitrum:0x87da6930626fe0c7db8bc15587ec0e410937e5dc,parent#unmapped,unmapped
arbitrum:0x88692ad37c48e8f4c821b71484ae3c2878c2a2c6,parent#waterdendy,waterdendy
arbitrum:0x8898a38eb8e3104f7c98622b55260e014b3a0217,parent#unmapped,unmapped
arbitrum:0x88d7500af99f11ff52e9f185c7aafbdf9acabd93,parent#vaultka,vaultka
arbitrum:0x88f1e030eb4c6c4320da3992070baf6c648ce37f,parent#unmapped,unmapped
arbitrum:0x8b059bf6ce7c279a5bfec006f439db1e5c4a924c,parent#unmapped,unmapped
arbitrum:0x8c1b5fe3a884118569707d07049fbc56a8314cce,parent#amy-finance,amy-finance
arbitrum:0x8e35cc21fbcade0a5483ce430e0d5456086a36d3,parent#unmapped,unmapped
arbitrum:0x8e52ca5a7a9249431f03d60d79dda5eab4930178,parent#unmapped,unmapped
arbitrum:0x8e6e84ddab9d13a17806d34b097102605454d147,parent#unmapped,unmapped
arbitrum:0x8ebb85d53e6955e557b7c53acde1d42fd68561ec,parent#liondex,liondex
arbitrum:0x8ee3fd77a3dfc87ce0450df3027de3965606891d,parent#ethosx,ethosx
arbitrum:0x8f4ed4cf0300e22c739d2e5a22220497b123b66e,parent#unmapped,unmapped
arbitrum:0x9045ae36f963b7184861bdce205ea8b08913b48c,parent#vaultka,vaultka
arbitrum:0x907e5d334f27a769ef779358089fe5fdaa6cf2bb,parent#arbitrum-exchange-v3,arbitrum-exchange-v3
arbitrum:0x908c4d94d34924765f1edc22a1dd098397c59dd4,parent#tender-finance,tender-finance
arbitrum:0x90d11b8de2b30a84cb7e6cf6188581ec08b1bf82,parent#unmapped,unmapped
arbitrum:0x9198989a85e35adec46309e06684dca444c9cf27,parent#vaultka,vaultka
arbitrum:0x9373da81f82aba62605a8a03950b9aa188a02bf7,parent#unmapped,unmapped
arbitrum:0x9435ffb33ce0180f55e08490c606ec3bd07da929,parent#unmapped,unmapped
arbitrum:0x9482c407d32204462d8cbbc0755e96c39b79878e,parent#unmapped,unmapped
arbitrum:0x9566db22dc32e54234d2d0ae7b72f44e05158239,parent#vaultka,vaultka
arbitrum:0x958882fda110febd41536e45034bebff2a815006,parent#unmapped,unmapped
arbitrum:0x958cc92297e6f087f41a86125ba8e121f0fbecf2,parent#cap,cap
arbitrum:0x95ab45875cffdba1e5f451b950bc2e42c0053f39,parent#primex-finance,primex-finance
arbitrum:0x95d93c88c1b5190fa7fa4350844e0663e5a11ff0,parent#unmapped,unmapped
arbitrum:0x9623063377ad1b27544c965ccd7342f7ea7e88c7,parent#primex-finance,primex-finance
arbitrum:0x968c9718f420d5d4275c610c5c217598a6ade9f9,parent#unmapped,unmapped
arbitrum:0x975eb113d580c44aa5676370e2cdf8f56bf3f99f,parent#unmapped,unmapped
arbitrum:0x97801654d2048e639043c77b16bc906541b3490a,parent#airpuff,airpuff
arbitrum:0x978982772b8e4055b921bf9295c0d74eb36bc54e,parent#unmapped,unmapped
arbitrum:0x989128334442946ed6508c45c43758a4e1e14923,parent#unmapped,unmapped
arbitrum:0x99d5d7c8f40deba9d0075e8fff2fb13da787996a,parent#unmapped,unmapped
arbitrum:0x9ba57a1d3f6c61ff500f598f16b97007eb02e346,parent#unmapped,unmapped
arbitrum:0x9bc357bc5b312aacd41a84f3c687f031b8786853,parent#cap,cap
arbitrum:0x9becd6b4fb076348a455518aea23d3799361fe95,parent#unmapped,unmapped
arbitrum:0x9cfd8c7834be0dfe41f3fe68c29124066d5cd13b,parent#poolz-vesting,poolz-vesting
arbitrum:0x9d0047e9d09245cb18d2d3ec7d48515a067086b1,parent#unmapped,unmapped
arbitrum:0x9d15bb4351e95a3fe213e48b410ba1ab7cf8ce45,parent#unmapped,unmapped
arbitrum:0x9d2f299715d94d8a7e6f5eaa8e654e8c74a988a7,parent#primex-finance,primex-finance
arbitrum:0x9d5d0cb1b1210d4bf0e0fdcc6aca1583fa48f0fd,parent#unmapped,unmapped
arbitrum:0x9d7bbfa16e80a9c4ce9ecf3b706166aef1477ce1,parent#unmapped,unmapped
arbitrum:0x9dd192fca6a1e7c8a3c014a35087de3fb9da14e5,parent#amy-finance,amy-finance
arbitrum:0x9edc0ea75e6023b93bbb41c16818e314cfe59d2b,parent#davos-protocol,davos-protocol
arbitrum:0x9ef758ac000a354479e538b8b2f01b917b8e89e7,parent#unmapped,unmapped
arbitrum:0x9ef8600b0f107c083f9df557e0ddf12e071e75fe,parent#unmapped,unmapped
arbitrum:0x9f20de1fc9b161b34089cbeae888168b44b03461,parent#kaoyaswap,kaoyaswap
arbitrum:0x9f59e27fd6c8d96dfb89da58c0c98bac07e7a21a,parent#unmapped,unmapped
arbitrum:0x9f750cf10034f3d7a18221aec0bddab7fc6f32ba,parent#sohei,sohei
arbitrum:0x9f7968de728ac7a6769141f63dca03fd8b03a76f,parent#unmapped,unmapped
arbitrum:0xa017b813652b93a0af2887913efcbb4ab250ce65,parent#unmapped,unmapped
arbitrum:0xa075f1b6f50a1a02ba22c3b43d72917a326b16c0,parent#unmapped,unmapped
arbitrum:0xa079c6b032133b95cf8b3d273d27eeb6b110a469,parent#unmapped,unmapped
arbitrum:0xa0a89db1c899c49f98e6326b764bafcf167fc2ce,parent#unmapped,unmapped
arbitrum:0xa100e02e861132c4703ae96d6868664f27eaa431,parent#vaultka,vaultka
arbitrum:0xa2e4cab1f6f9f1163bce937517f1935bec4a0a7c,parent#airpuff,airpuff
arbitrum:0xa4de1bcf1cbfc0d675c7a49cd7d6ad132a35f15d,parent#unmapped,unmapped
arbitrum:0xa55eee92a46a50a4c65908f28a0be966d3e71633,parent#cap,cap
arbitrum:0xa570f965681d15a2b760adda2693d624295221d4,parent#unmapped,unmapped
arbitrum:0xa61f74247455a40b01b0559ff6274441fafa22a3,parent#wompie,wompie
arbitrum:0xa6cf3d163358af376ec5e8b7cc5e102a05fde63d,parent#whitehole-finance,whitehole-finance
arbitrum:0xa6f7a3e16ffc0fe08c43e72c5bb5e15d98c79a05,parent#amy-finance,amy-finance
